GEO_ID,NAME,P2_001N,P2_002N,P2_003N,P2_004N
1400000US09009175200,"Census Tract 1752, New Haven County, Connecticut",2481,2481,0,0
1400000US09009175300,"Census Tract 1753, New Haven County, Connecticut",4237,4237,0,0
1400000US09009175400,"Census Tract 1754, New Haven County, Connecticut",4444,4444,0,0
1400000US09009175501,"Census Tract 1755.01, New Haven County, Connecticut",1441,1414,27,0
1400000US09009175502,"Census Tract 1755.02, New Haven County, Connecticut",6158,6158,0,0
1400000US09009175600,"Census Tract 1756, New Haven County, Connecticut",5203,5203,0,0
1400000US09009175700,"Census Tract 1757, New Haven County, Connecticut",1956,1956,0,0
1400000US09009175800,"Census Tract 1758, New Haven County, Connecticut",4200,4200,0,0
1400000US09009175900,"Census Tract 1759, New Haven County, Connecticut",4911,4911,0,0
1400000US09009176000,"Census Tract 1760, New Haven County, Connecticut",5956,4396,1560,0
1400000US09009180101,"Census Tract 1801.01, New Haven County, Connecticut",2117,2117,0,0
1400000US09009180102,"Census Tract 1801.02, New Haven County, Connecticut",4031,4019,12,0
1400000US09009180200,"Census Tract 1802, New Haven County, Connecticut",5723,5723,0,0
1400000US09009180300,"Census Tract 1803, New Haven County, Connecticut",2470,2470,0,0
1400000US09009180400,"Census Tract 1804, New Haven County, Connecticut",2613,2613,0,0
1400000US09009180500,"Census Tract 1805, New Haven County, Connecticut",4386,4386,0,0
1400000US09009180601,"Census Tract 1806.01, New Haven County, Connecticut",3049,3049,0,0
1400000US09009180602,"Census Tract 1806.02, New Haven County, Connecticut",3534,3534,0,0
1400000US09009184101,"Census Tract 1841.01, New Haven County, Connecticut",5254,5254,0,0
1400000US09009184200,"Census Tract 1842, New Haven County, Connecticut",4276,4276,0,0
1400000US09009184300,"Census Tract 1843, New Haven County, Connecticut",4265,4265,0,0
1400000US09009184400,"Census Tract 1844, New Haven County, Connecticut",3224,3216,8,0
1400000US09009184500,"Census Tract 1845, New Haven County, Connecticut",2540,2540,0,0
1400000US09009184600,"Census Tract 1846, New Haven County, Connecticut",2740,2737,3,0
1400000US09009184700,"Census Tract 1847, New Haven County, Connecticut",5974,5447,527,0
1400000US09009186100,"Census Tract 1861, New Haven County, Connecticut",6813,6471,342,0
1400000US09009186200,"Census Tract 1862, New Haven County, Connecticut",6731,6193,538,0
1400000US09009190100,"Census Tract 1901, New Haven County, Connecticut",3289,3280,9,0
1400000US09009190200,"Census Tract 1902, New Haven County, Connecticut",3421,3421,0,0
1400000US09009190301,"Census Tract 1903.01, New Haven County, Connecticut",6616,4990,1626,0
1400000US09009190302,"Census Tract 1903.02, New Haven County, Connecticut",5398,5398,0,0
1400000US09009190303,"Census Tract 1903.03, New Haven County, Connecticut",3349,470,2879,0
1400000US09009194101,"Census Tract 1941.01, New Haven County, Connecticut",2045,2045,0,0
1400000US09009194102,"Census Tract 1941.02, New Haven County, Connecticut",2991,2991,0,0
1400000US09009194201,"Census Tract 1942.01, New Haven County, Connecticut",7520,6110,1410,0
1400000US09009194202,"Census Tract 1942.02, New Haven County, Connecticut",5135,4342,793,0
1400000US09009341100,"Census Tract 3411, New Haven County, Connecticut",6000,5458,542,0
1400000US09009343101,"Census Tract 3431.01, New Haven County, Connecticut",5128,5110,18,0
1400000US09009343102,"Census Tract 3431.02, New Haven County, Connecticut",4000,3564,436,0
1400000US09009343200,"Census Tract 3432, New Haven County, Connecticut",6022,4942,1080,0
1400000US09009343300,"Census Tract 3433, New Haven County, Connecticut",6918,5996,922,0
1400000US09009343400,"Census Tract 3434, New Haven County, Connecticut",6665,6070,595,0
1400000US09009344100,"Census Tract 3441, New Haven County, Connecticut",4656,4438,218,0
1400000US09009344200,"Census Tract 3442, New Haven County, Connecticut",2918,1455,1463,0
1400000US09009345100,"Census Tract 3451, New Haven County, Connecticut",6858,6858,0,0
1400000US09009345201,"Census Tract 3452.01, New Haven County, Connecticut",7148,7148,0,0
1400000US09009345202,"Census Tract 3452.02, New Haven County, Connecticut",4065,4065,0,0
1400000US09009345300,"Census Tract 3453, New Haven County, Connecticut",6330,5689,641,0
1400000US09009345400,"Census Tract 3454, New Haven County, Connecticut",7118,7118,0,0
1400000US09009346101,"Census Tract 3461.01, New Haven County, Connecticut",6722,2099,4623,0
1400000US09009346102,"Census Tract 3461.02, New Haven County, Connecticut",5984,440,5544,0
1400000US09009347100,"Census Tract 3471, New Haven County, Connecticut",5712,5371,341,0
1400000US09009347200,"Census Tract 3472, New Haven County, Connecticut",3689,2518,1171,0
1400000US09009348111,"Census Tract 3481.11, New Haven County, Connecticut",2455,509,1946,0
1400000US09009348122,"Census Tract 3481.22, New Haven County, Connecticut",4198,3552,646,0
1400000US09009348123,"Census Tract 3481.23, New Haven County, Connecticut",5686,4347,1339,0
1400000US09009348124,"Census Tract 3481.24, New Haven County, Connecticut",2534,2534,0,0
1400000US09009348125,"Census Tract 3481.25, New Haven County, Connecticut",5006,4284,722,0
1400000US09009350101,"Census Tract 3501.01, New Haven County, Connecticut",4697,4697,0,0
1400000US09009350200,"Census Tract 3502, New Haven County, Connecticut",3695,3695,0,0
1400000US09009350300,"Census Tract 3503, New Haven County, Connecticut",2235,2235,0,0
1400000US09009350400,"Census Tract 3504, New Haven County, Connecticut",2846,2846,0,0
1400000US09009350500,"Census Tract 3505, New Haven County, Connecticut",2693,2693,0,0
1400000US09009350800,"Census Tract 3508, New Haven County, Connecticut",6010,6010,0,0
1400000US09009350900,"Census Tract 3509, New Haven County, Connecticut",2180,2180,0,0
1400000US09009351000,"Census Tract 3510, New Haven County, Connecticut",4107,4107,0,0
1400000US09009351100,"Census Tract 3511, New Haven County, Connecticut",4341,4341,0,0
1400000US09009351200,"Census Tract 3512, New Haven County, Connecticut",4146,4146,0,0
1400000US09009351300,"Census Tract 3513, New Haven County, Connecticut",5557,5557,0,0
1400000US09009351400,"Census Tract 3514, New Haven County, Connecticut",4087,4087,0,0
1400000US09009351500,"Census Tract 3515, New Haven County, Connecticut",4975,4975,0,0
1400000US09009351601,"Census Tract 3516.01, New Haven County, Connecticut",3541,3541,0,0
1400000US09009351602,"Census Tract 3516.02, New Haven County, Connecticut",6201,6201,0,0
1400000US09009351700,"Census Tract 3517, New Haven County, Connecticut",3015,3015,0,0
1400000US09009351800,"Census Tract 3518, New Haven County, Connecticut",4403,4403,0,0
1400000US09009351900,"Census Tract 3519, New Haven County, Connecticut",2840,2840,0,0
1400000US09009352000,"Census Tract 3520, New Haven County, Connecticut",4996,4996,0,0
1400000US09009352100,"Census Tract 3521, New Haven County, Connecticut",4359,4359,0,0
1400000US09009352200,"Census Tract 3522, New Haven County, Connecticut",2582,2582,0,0
1400000US09009352300,"Census Tract 3523, New Haven County, Connecticut",3106,2839,267,0
1400000US09009352400,"Census Tract 3524, New Haven County, Connecticut",3461,3461,0,0
1400000US09009352500,"Census Tract 3525, New Haven County, Connecticut",3084,3084,0,0
1400000US09009352600,"Census Tract 3526, New Haven County, Connecticut",5450,5450,0,0
1400000US09009352701,"Census Tract 3527.01, New Haven County, Connecticut",3415,3415,0,0
1400000US09009352702,"Census Tract 3527.02, New Haven County, Connecticut",5996,5996,0,0
1400000US09009352800,"Census Tract 3528, New Haven County, Connecticut",6385,6385,0,0
1400000US09009361100,"Census Tract 3611, New Haven County, Connecticut",6418,6176,242,0
1400000US09009361200,"Census Tract 3612, New Haven County, Connecticut",5446,5421,25,0
1400000US09009361300,"Census Tract 3613, New Haven County, Connecticut",4278,4102,176,0
1400000US09009361401,"Census Tract 3614.01, New Haven County, Connecticut",4458,4458,0,0
1400000US09009361402,"Census Tract 3614.02, New Haven County, Connecticut",4175,4175,0,0
1400000US09009361500,"Census Tract 3615, New Haven County, Connecticut",7992,7992,0,0
1400000US09009990000,"Census Tract 9900, New Haven County, Connecticut",0,0,0,0
1400000US09011650100,"Census Tract 6501, New London County, Connecticut",2352,0,2352,0
1400000US09011660101,"Census Tract 6601.01, New London County, Connecticut",3420,782,2638,0
1400000US09011660103,"Census Tract 6601.03, New London County, Connecticut",2766,1368,1398,0
1400000US09011660104,"Census Tract 6601.04, New London County, Connecticut",1442,1179,263,0
1400000US09011690300,"Census Tract 6903, New London County, Connecticut",6805,6805,0,0
1400000US09011690400,"Census Tract 6904, New London County, Connecticut",2186,2186,0,0
1400000US09011690500,"Census Tract 6905, New London County, Connecticut",2774,2774,0,0
1400000US09011690700,"Census Tract 6907, New London County, Connecticut",1402,1402,0,0
1400000US09011690800,"Census Tract 6908, New London County, Connecticut",3458,3458,0,0
1400000US09011690900,"Census Tract 6909, New London County, Connecticut",4963,4963,0,0
1400000US09011693300,"Census Tract 6933, New London County, Connecticut",5672,5488,184,0
1400000US09011693400,"Census Tract 6934, New London County, Connecticut",4286,4286,0,0
1400000US09011693500,"Census Tract 6935, New London County, Connecticut",3460,3460,0,0
1400000US09011693600,"Census Tract 6936, New London County, Connecticut",2886,2509,377,0
1400000US09011693700,"Census Tract 6937, New London County, Connecticut",3267,2474,793,0
1400000US09011695201,"Census Tract 6952.01, New London County, Connecticut",4975,2554,2421,0
1400000US09011695202,"Census Tract 6952.02, New London County, Connecticut",5854,3126,2728,0
1400000US09011696100,"Census Tract 6961, New London County, Connecticut",5094,5050,44,0
1400000US09011696200,"Census Tract 6962, New London County, Connecticut",4768,4001,767,0
1400000US09011696300,"Census Tract 6963, New London County, Connecticut",2741,2423,318,0
1400000US09011696401,"Census Tract 6964.01, New London County, Connecticut",6168,6168,0,0
1400000US09011696500,"Census Tract 6965, New London County, Connecticut",2931,2931,0,0
1400000US09011696600,"Census Tract 6966, New London County, Connecticut",3861,3861,0,0
1400000US09011696701,"Census Tract 6967.01, New London County, Connecticut",5902,5902,0,0
1400000US09011696800,"Census Tract 6968, New London County, Connecticut",4016,4016,0,0
1400000US09011697000,"Census Tract 6970, New London County, Connecticut",4644,4606,38,0
1400000US09011700100,"Census Tract 7001, New London County, Connecticut",4788,789,3999,0
1400000US09011701100,"Census Tract 7011, New London County, Connecticut",8050,357,7693,0
1400000US09011701200,"Census Tract 7012, New London County, Connecticut",7355,5953,1402,0
1400000US09011702100,"Census Tract 7021, New London County, Connecticut",4504,3656,848,0
1400000US09011702300,"Census Tract 7023, New London County, Connecticut",2419,2419,0,0
1400000US09011702400,"Census Tract 7024, New London County, Connecticut",3352,3352,0,0
1400000US09011702500,"Census Tract 7025, New London County, Connecticut",4679,4679,0,0
1400000US09011702600,"Census Tract 7026, New London County, Connecticut",1115,1115,0,0
1400000US09011702700,"Census Tract 7027, New London County, Connecticut",4707,4707,0,0
1400000US09011702800,"Census Tract 7028, New London County, Connecticut",4031,3755,276,0
1400000US09011702900,"Census Tract 7029, New London County, Connecticut",2352,2344,8,0
1400000US09011703000,"Census Tract 7030, New London County, Connecticut",3645,3645,0,0
1400000US09011705101,"Census Tract 7051.01, New London County, Connecticut",4202,3579,623,0
1400000US09011705102,"Census Tract 7051.02, New London County, Connecticut",4193,4034,159,0
1400000US09011705200,"Census Tract 7052, New London County, Connecticut",3407,2346,1061,0
1400000US09011705300,"Census Tract 7053, New London County, Connecticut",3747,3707,40,0
1400000US09011705400,"Census Tract 7054, New London County, Connecticut",2786,992,1794,0
1400000US09011707100,"Census Tract 7071, New London County, Connecticut",5149,0,5149,0
1400000US09011708100,"Census Tract 7081, New London County, Connecticut",2570,0,2570,0
1400000US09011709100,"Census Tract 7091, New London County, Connecticut",6004,0,6004,0
1400000US09011709200,"Census Tract 7092, New London County, Connecticut",5398,4684,714,0
1400000US09011710100,"Census Tract 7101, New London County, Connecticut",4195,619,3576,0
1400000US09011711100,"Census Tract 7111, New London County, Connecticut",2967,1011,1956,0
1400000US09011712100,"Census Tract 7121, New London County, Connecticut",1863,54,1809,0
1400000US09011713100,"Census Tract 7131, New London County, Connecticut",2429,573,1856,0
1400000US09011714101,"Census Tract 7141.01, New London County, Connecticut",3782,3423,359,0
1400000US09011714103,"Census Tract 7141.03, New London County, Connecticut",7096,1100,5996,0
1400000US09011714104,"Census Tract 7141.04, New London County, Connecticut",4677,989,3688,0
1400000US09011715100,"Census Tract 7151, New London County, Connecticut",4213,0,4213,0
1400000US09011716101,"Census Tract 7161.01, New London County, Connecticut",4975,4328,647,0
1400000US09011716102,"Census Tract 7161.02, New London County, Connecticut",5753,4038,1715,0
1400000US09011870100,"Census Tract 8701, New London County, Connecticut",7142,67,7075,0
1400000US09011870200,"Census Tract 8702, New London County, Connecticut",5792,5642,150,0
1400000US09011870300,"Census Tract 8703, New London County, Connecticut",5779,5779,0,0
1400000US09011870501,"Census Tract 8705.01, New London County, Connecticut",4315,4315,0,0
1400000US09011870502,"Census Tract 8705.02, New London County, Connecticut",3243,3243,0,0
1400000US09011870701,"Census Tract 8707.01, New London County, Connecticut",2072,2072,0,0
1400000US09011870703,"Census Tract 8707.03, New London County, Connecticut",1749,1749,0,0
1400000US09011870704,"Census Tract 8707.04, New London County, Connecticut",4144,4144,0,0
1400000US09011980000,"Census Tract 9800, New London County, Connecticut",1823,1823,0,0
1400000US09011990100,"Census Tract 9901, New London County, Connecticut",0,0,0,0
1400000US09013526101,"Census Tract 5261.01, Tolland County, Connecticut",4418,0,4418,0
1400000US09013526102,"Census Tract 5261.02, Tolland County, Connecticut",4680,0,4680,0
1400000US09013528100,"Census Tract 5281, Tolland County, Connecticut",3151,0,3151,0
1400000US09013529100,"Census Tract 5291, Tolland County, Connecticut",4858,1077,3781,0
1400000US09013530100,"Census Tract 5301, Tolland County, Connecticut",2286,2261,25,0
1400000US09013530200,"Census Tract 5302, Tolland County, Connecticut",6259,6259,0,0
1400000US09013530301,"Census Tract 5303.01, Tolland County, Connecticut",5532,5532,0,0
1400000US09013530302,"Census Tract 5303.02, Tolland County, Connecticut",6240,6240,0,0
1400000US09013530400,"Census Tract 5304, Tolland County, Connecticut",4118,4118,0,0
1400000US09013530500,"Census Tract 5305, Tolland County, Connecticut",3236,3236,0,0
1400000US09013530600,"Census Tract 5306, Tolland County, Connecticut",2544,1963,581,0
1400000US09013533102,"Census Tract 5331.02, Tolland County, Connecticut",5562,539,5023,0
1400000US09013533103,"Census Tract 5331.03, Tolland County, Connecticut",4026,1571,2455,0
1400000US09013533104,"Census Tract 5331.04, Tolland County, Connecticut",4975,152,4823,0
1400000US09013535101,"Census Tract 5351.01, Tolland County, Connecticut",5533,4950,583,0
1400000US09013535102,"Census Tract 5351.02, Tolland County, Connecticut",4153,2189,1964,0
1400000US09013535200,"Census Tract 5352, Tolland County, Connecticut",6740,3521,3219,0
1400000US09013538100,"Census Tract 5381, Tolland County, Connecticut",1300,0,1300,0
1400000US09013538201,"Census Tract 5382.01, Tolland County, Connecticut",5007,3005,2002,0
1400000US09013538202,"Census Tract 5382.02, Tolland County, Connecticut",3948,1740,2208,0
1400000US09013840100,"Census Tract 8401, Tolland County, Connecticut",5566,850,4716,0
1400000US09013850100,"Census Tract 8501, Tolland County, Connecticut",5586,687,4899,0
1400000US09013850200,"Census Tract 8502, Tolland County, Connecticut",6649,0,6649,0
1400000US09013860100,"Census Tract 8601, Tolland County, Connecticut",5272,0,5272,0
1400000US09013881100,"Census Tract 8811, Tolland County, Connecticut",4977,1887,3090,0
1400000US09013881200,"Census Tract 8812, Tolland County, Connecticut",9522,9508,14,0
1400000US09013881300,"Census Tract 8813, Tolland County, Connecticut",5349,4328,1021,0
1400000US09013881500,"Census Tract 8815, Tolland County, Connecticut",6044,3747,2297,0
1400000US09013890100,"Census Tract 8901, Tolland County, Connecticut",3696,3620,76,0
1400000US09013890202,"Census Tract 8902.02, Tolland County, Connecticut",4949,395,4554,0
1400000US09013890203,"Census Tract 8902.03, Tolland County, Connecticut",785,0,785,0
1400000US09013890204,"Census Tract 8902.04, Tolland County, Connecticut",2827,1092,1735,0
1400000US09015800300,"Census Tract 8003, Windham County, Connecticut",5958,5958,0,0
1400000US09015800400,"Census Tract 8004, Windham County, Connecticut",3910,3863,47,0
1400000US09015800501,"Census Tract 8005.01, Windham County, Connecticut",3804,3552,252,0
1400000US09015800502,"Census Tract 8005.02, Windham County, Connecticut",3149,705,2444,0
1400000US09015800600,"Census Tract 8006, Windham County, Connecticut",4187,4187,0,0
1400000US09015800700,"Census Tract 8007, Windham County, Connecticut",3417,3417,0,0
1400000US09015815000,"Census Tract 8150, Windham County, Connecticut",2151,10,2141,0
1400000US09015820000,"Census Tract 8200, Windham County, Connecticut",1728,0,1728,0
1400000US09015825000,"Census Tract 8250, Windham County, Connecticut",1576,0,1576,0
1400000US09015830100,"Census Tract 8301, Windham County, Connecticut",4191,0,4191,0
1400000US09015900100,"Census Tract 9001, Windham County, Connecticut",4422,767,3655,0
1400000US09015900200,"Census Tract 9002, Windham County, Connecticut",4767,2573,2194,0
1400000US09015901101,"Census Tract 9011.01, Windham County, Connecticut",2640,68,2572,0
1400000US09015901102,"Census Tract 9011.02, Windham County, Connecticut",5581,639,4942,0
1400000US09015902200,"Census Tract 9022, Windham County, Connecticut",1649,0,1649,0
1400000US09015902500,"Census Tract 9025, Windham County, Connecticut",4266,0,4266,0
1400000US09015903101,"Census Tract 9031.01, Windham County, Connecticut",3302,3302,0,0
1400000US09015903102,"Census Tract 9031.02, Windham County, Connecticut",3527,3472,55,0
1400000US09015903200,"Census Tract 9032, Windham County, Connecticut",2395,384,2011,0
1400000US09015904101,"Census Tract 9041.01, Windham County, Connecticut",4761,1697,3064,0
1400000US09015904102,"Census Tract 9041.02, Windham County, Connecticut",2797,353,2444,0
1400000US09015904400,"Census Tract 9044, Windham County, Connecticut",4112,3469,643,0
1400000US09015904500,"Census Tract 9045, Windham County, Connecticut",6082,5499,583,0
1400000US09015905101,"Census Tract 9051.01, Windham County, Connecticut",4751,3368,1383,0
1400000US09015905102,"Census Tract 9051.02, Windham County, Connecticut",3699,989,2710,0
1400000US09015906100,"Census Tract 9061, Windham County, Connecticut",5045,0,5045,0
1400000US09015907100,"Census Tract 9071, Windham County, Connecticut",4217,2239,1978,0
1400000US09015907200,"Census Tract 9072, Windham County, Connecticut",5302,3532,1770,0
1400000US09015907300,"Census Tract 9073, Windham County, Connecticut",5454,3486,1968,0
1400000US09015908100,"Census Tract 9081, Windham County, Connecticut",3578,0,3578,0
