statecode,countycode,v161_numerator,v161_denominator,v161_rawvalue,v161_otherdata1,v161_cilow,v161_cihigh,v161_sourceflag,v161_flag_CT
12,049,18,130589,13.213475279438764,13.783703068405456,7.697336282077153,21.15605393186804,,
12,051,37,209820,17.252955499540487,17.634162615575253,12.083757924673574,23.885362766572932,,
12,053,202,1013053,18.277122593173626,19.939726746774355,15.526965750614192,21.02727943573306,,
12,055,123,529388,21.371360871778684,23.234376298669407,16.871025101720818,25.87169664183655,,
12,057,1053,7496984,13.4352343254678,14.045648223338878,12.612839904713535,14.257628746222064,,
12,059,23,98590,20.802507482816022,23.328938026168984,12.87708000323081,31.798842443691527,,
12,061,173,823250,17.950998018282064,21.01427269966596,14.790449693845312,21.111546342718817,,
12,063,44,237026,17.576828842021275,18.563364356652855,12.613435842465714,23.844953033580772,,
12,065,17,73836,19.613408946920764,23.02399913321415,10.977476099305784,32.34933534418522,,
12,067,,,,,,,,
12,069,330,1973015,14.907268025308332,16.725671117553592,13.149697275378962,16.6648387752377,,
12,071,678,4006346,14.849226682684531,16.92315142027174,13.607203211158684,16.09125015421038,,
12,073,193,1476141,12.85268081140867,13.074631759432195,10.963947318371828,14.741414304445511,,
12,075,51,219680,21.06434003182132,23.215586307356155,15.244367326828524,28.373527787095117,,
12,077,,,,,,,,
12,079,22,92205,23.875789803713644,23.859877446993114,14.583952687702778,36.8742209090966,,
12,081,356,2097395,14.775871501085152,16.97343609572827,13.063947636369237,16.487795365801066,,
12,083,440,1931381,20.523471117765116,22.781626204254884,18.38849601821449,22.658446217315742,,
12,085,162,808351,16.18938163419904,20.04079910830815,13.277359337213852,19.10140393118423,,
12,086,1231,13447724,8.3218460594654875,9.153965384774404,7.8457970127284,8.797895106202576,,
12,087,117,392620,24.296296536552724,29.799806428607816,19.507581968915655,29.085011104189793,,
12,089,83,473327,17.57053994882056,17.535445896811297,13.8203442748596,22.024823974735387,,
12,091,214,1071759,19.738185370820613,19.967175456422574,17.020856063472564,22.45551467816866,,
12,093,52,206570,24.512241225090975,25.173064820641912,18.073391654198268,32.49967563981346,,
12,095,727,7144736,9.731609916077284,10.175323482911056,9.01675141753176,10.446468414622808,,
12,097,197,2024677,9.41311882873734,9.729947048344009,8.088404813659599,10.737832843815083,,
12,099,1100,7554635,12.737767196952284,14.560597566924146,11.928178739416156,13.547355654488412,,
12,101,563,2950216,17.512835363655448,19.083348473467705,15.990587358658972,19.03508336865192,,
12,103,928,4831748,17.163701551720727,19.20629966629054,15.95372208513474,18.373681018306716,,
12,105,575,3828583,14.001629465996535,15.01861132434637,12.817598697729224,15.185660234263846,,
12,107,91,374189,24.183147733375478,24.319261122053295,19.084962008974575,30.224785372520532,,
12,109,213,1462804,13.387039055624212,14.561075851583672,11.487265002010627,15.286813109237798,,
12,111,280,1741352,14.133297491833632,16.079460097671234,12.348568748133445,15.91802623553382,,
12,113,207,968880,20.810931983958625,21.36487490710924,17.900040090326378,23.72182387759087,,
12,115,463,2255563,18.738943300900974,20.527025846761983,16.68689332478182,20.790993277020128,,
12,117,327,2379133,12.741465737323805,13.744502724311754,11.335835677790854,14.147095796856757,,
12,119,126,703611,17.260169535699383,17.907622251499763,12.780342357658569,21.739996713740197,,
12,121,52,225294,21.33707197544983,23.080952000497128,15.621418389058675,28.46066390783266,,
12,123,20,107849,17.461322309346787,18.544446401913785,10.348686241310038,27.59641727835198,,
12,125,16,77746,22.077409484146358,20.57983690479253,12.619147082385693,35.85232984918402,,
12,127,586,2848742,18.736186184203536,20.570483392318433,17.08782612067081,20.38454624773626,,
12,129,37,174375,18.69386067914106,21.21863799283154,13.020958907422864,25.998634885201017,,
12,131,81,400446,17.98620738322342,20.227446397267045,14.047377189626784,22.68715325022936,,
12,133,23,127857,16.68380107025803,17.988846914912756,10.455649306347937,25.25947531956171,,
13,000,8043,54069109,14.596614299859425,14.875406953719175,14.272866393858038,14.920362205860812,,
13,001,10,92084,10.904259975362999,10.85964988488771,4.986122016603135,20.69968205136152,,
13,003,,,,,,,,
13,005,11,55594,20.984207244565724,19.786307874950534,10.475240650840314,37.54654319624113,,
13,007,,,,,,,,
13,009,35,220801,16.01143764702306,15.851377484703422,10.878995057404103,22.726957667354384,,
13,011,12,96265,11.841627384532705,12.465589778216382,5.911297725230219,21.1879423856858,,
13,013,76,437577,17.045586895903444,17.368371738002683,13.384451952594002,21.39917341014095,,
13,015,106,555864,18.974789483752605,19.06941266209001,15.292109804492101,22.65746916301311,,
13,017,18,84669,21.64565327116273,21.259256634659675,12.609390697740778,34.656787734550115,,
13,019,16,93736,18.297605263546426,17.069215669539986,10.241030766181376,30.179117269612664,,
13,021,118,775367,15.378972775565677,15.218599708267181,12.531849771638505,18.226095779492848,,
13,023,12,63157,20.100764617501934,19.000269170479914,10.034229274434834,35.96582030440821,,
13,025,22,92996,22.95463265190608,23.656931480923912,14.209279402857602,35.08859437516079,,
13,027,,,,,,,,
13,029,49,225284,22.431400766943867,21.75032403543971,16.59487377399921,29.655501407352453,,
13,031,48,410275,11.110135617144925,11.699469867771617,8.007208519190948,15.017675801387945,,
13,033,15,118167,11.926564917408239,12.693899311990657,6.520364022401106,20.01074937106398,,
13,035,38,129679,28.432226133027125,29.303125409665405,20.018911082626907,39.19007846397889,,
13,037,,,,,,,,
13,039,48,280849,16.170899314600224,17.09103468411851,11.839130702252161,21.569713548783948,,
13,043,14,54884,26.933931667547043,25.50834487282268,14.341184261438725,46.05784343093907,,
13,045,98,615283,16.034670805932713,15.927630049911992,12.9576462040612,19.622376154533008,,
13,047,71,341709,20.546747960467783,20.777913370733575,15.955353759149096,26.04789895405619,,
13,049,15,65303,21.268762040523022,22.969848245869258,11.627830122956576,35.68536871874031,,
13,051,221,1479984,14.341273581489814,14.932593865879632,12.408017336106795,16.274529826872833,,
13,053,,,,,,,,
13,055,29,124722,22.40884187464503,23.2517118070589,14.767567997458283,32.60368841789699,,
13,057,196,1366542,13.747218953672633,14.342771755277187,11.779892637342378,15.714545270002887,,
13,059,72,644645,12.266783623419016,11.168937942588556,9.506588818420799,15.578381585184513,,
13,061,,,,,,,,
13,063,160,1476866,10.976136575246807,10.83375201270799,9.2168567732329425,12.735416377260671,,
13,065,,,,,,,,
13,067,485,3838582,12.388172819218124,12.634874023793161,11.271846729624642,13.504498908811605,,
13,069,43,216366,20.153140120982318,19.873732471830138,14.524610754179736,27.241190850074638,,
13,071,35,228883,15.506740943246294,15.291655562012032,10.738868886242606,21.669116188867733,,
