statecode,countycode,v050_race_AIAN,v050_race_asian,v050_race_black,v050_race_hispanic,v050_race_white,v050_race_flag_CT
05,037,,,0.26,,0.33,
05,039,,,0.28,,0.32,
05,041,,,0.39,,0.36,
05,043,,,0.42,,0.36,
05,045,,0.24,0.43,0.28,0.42,
05,047,,,,,0.39,
05,049,,,,,0.34,
05,051,,0.42,0.45,0.13,0.44,
05,053,,,,,0.39,
05,055,,,,,0.43,
05,057,,,0.38,,0.37,
05,059,,,0.39,,0.39,
05,061,,,0.38,,0.37,
05,063,,,0.5,0.58,0.38,
05,065,,,,,0.35,
05,067,,,0.51,,0.36,
05,069,,0.27,0.4,,0.39,
05,071,,,,0.19,0.33,
05,073,,,0.47,,0.3,
05,075,,,,,0.36,
05,077,,,0.42,,0.35,
05,079,,,0.33,,0.36,
05,081,,,0.46,,0.37,
05,083,,,,,0.42,
05,085,,0.3,0.38,,0.43,
05,087,,,,,0.33,
05,089,,,,,0.45,
05,091,,,0.41,,0.39,
05,093,,,0.38,,0.35,
05,095,,,0.42,,0.41,
05,097,,,,,0.29,
05,099,,,0.29,,0.32,
05,101,,,,,0.41,
05,103,,,0.34,,0.32,
05,105,,,,,0.42,
05,107,,,0.31,,0.28,
05,109,,,,,0.34,
05,111,,,0.32,,0.46,
05,113,,,,,0.3,
05,115,,0.25,0.32,,0.39,
05,117,,,0.2,,0.4,
05,119,,0.38,0.48,0.26,0.44,
05,121,,,,,0.46,
05,123,,,0.37,,0.31,
05,125,,,0.43,,0.36,
05,127,,,,,0.36,
05,129,,,,,0.41,
05,131,0.46,0.35,0.45,0.27,0.48,
05,133,,,0.45,0.16,0.36,
05,135,,,,,0.39,
05,137,,,,,0.32,
05,139,,,0.3,,0.31,
05,141,,,,,0.38,
05,143,0.48,0.33,0.43,0.25,0.46,
05,145,,,0.35,0.33,0.33,
05,147,,,0.35,,0.31,
05,149,,,,0.26,0.3,
06,000,0.29,0.32,0.27,0.27,0.4,
06,001,0.32,0.33,0.28,0.27,0.41,
06,003,,,,,0.43,
06,005,,0.42,,0.24,0.42,
06,007,0.4,0.31,0.29,0.32,0.43,
06,009,0.33,0.36,0.29,0.33,0.41,
06,011,0.36,0.17,,0.33,0.39,
06,013,0.38,0.34,0.28,0.27,0.43,
06,015,0.32,0.21,,0.25,0.28,
06,017,0.33,0.42,0.47,0.38,0.47,
06,019,0.4,0.26,0.31,0.31,0.45,
06,021,0.38,0.18,,0.32,0.4,
06,023,0.23,0.21,0.32,0.23,0.28,
06,025,0.19,0.27,0.31,0.26,0.29,
06,027,0.21,,,0.35,0.34,
06,029,0.23,0.27,0.31,0.28,0.36,
06,031,0.24,0.27,0.28,0.29,0.36,
06,033,0.17,0.37,0.3,0.26,0.33,
06,035,0.42,0.18,0.36,0.33,0.32,
06,037,0.27,0.31,0.22,0.22,0.36,
06,039,0.39,0.31,0.36,0.34,0.39,
06,041,,0.38,0.24,0.25,0.43,
06,043,,,,0.26,0.38,
06,045,0.26,0.28,0.38,0.35,0.34,
06,047,,0.27,0.33,0.33,0.39,
06,049,0.25,,,0.24,0.36,
06,051,0.22,,,0.28,0.45,
06,053,,0.36,0.34,0.33,0.42,
06,055,,0.32,0.38,0.32,0.46,
06,057,0.33,0.42,,0.36,0.42,
06,059,0.55,0.34,0.35,0.26,0.44,
06,061,0.28,0.39,0.44,0.33,0.46,
06,063,0.33,,,0.29,0.34,
06,065,0.14,0.3,0.29,0.22,0.39,
06,067,0.28,0.31,0.31,0.27,0.39,
06,069,,0.42,0.38,0.39,0.41,
06,071,0.19,0.28,0.26,0.23,0.31,
06,073,0.24,0.31,0.27,0.24,0.4,
06,075,0.44,0.31,0.23,0.27,0.35,
06,077,0.5,0.29,0.28,0.27,0.38,
06,079,,0.44,0.43,0.4,0.42,
06,081,,0.37,0.32,0.31,0.47,
06,083,0.4,0.4,0.4,0.41,0.47,
06,085,0.13,0.29,0.27,0.23,0.4,
06,087,,0.47,0.38,0.43,0.49,
06,089,0.33,0.33,0.36,0.29,0.36,
06,091,,,,,0.3,
06,093,0.35,0.32,0.52,0.34,0.4,
06,095,,0.25,0.31,0.3,0.35,
06,097,0.29,0.37,0.3,0.33,0.43,
06,099,0.22,0.26,0.33,0.26,0.37,
06,101,0.48,0.32,0.27,0.33,0.43,
06,103,0.32,0.27,,0.27,0.4,
06,105,0.5,0.32,,0.14,0.34,
06,107,0.31,0.29,0.32,0.32,0.41,
06,109,0.32,0.3,,0.32,0.42,
06,111,0.39,0.38,0.39,0.3,0.42,
06,113,0.44,0.33,0.33,0.31,0.38,
06,115,0.47,0.23,0.36,0.26,0.34,
08,000,0.27,0.34,0.33,0.28,0.45,
08,001,0.31,0.29,0.37,0.26,0.43,
08,003,,,,0.23,0.29,
08,005,0.26,0.38,0.42,0.28,0.51,
08,007,,,,0.23,0.4,
08,009,,,,,0.26,
08,011,,,,0.24,0.35,
08,013,,0.41,0.46,0.27,0.49,
08,014,,0.31,,0.35,0.56,
08,015,,,,,0.38,
08,017,,,,,0.25,
08,019,,,,,0.34,
08,021,,,,0.13,0.26,
08,023,,,,0.22,0.26,
08,025,,,,,0.27,
08,027,,,,,0.36,
08,029,,,,0.25,0.4,
08,031,0.19,0.33,0.34,0.26,0.52,
08,033,,,,,0.33,
08,035,,0.44,0.25,0.26,0.52,
08,037,,0.45,,0.3,0.56,
08,039,,0.36,,0.25,0.41,
08,041,0.28,0.28,0.24,0.29,0.39,
08,043,,,,0.31,0.38,
08,045,,0.36,,0.31,0.46,
08,047,,,,,0.35,
08,049,,,,,0.38,
08,051,,,,,0.39,
08,053,,,,,0.35,
08,055,,,,0.2,0.3,
08,057,,,,,0.25,
08,059,0.41,0.34,0.23,0.29,0.47,
08,061,,,,,0.3,
08,063,,,,0.46,0.31,
08,065,,,,0.29,0.34,
08,067,0.27,,,0.24,0.44,
08,069,,0.46,0.22,0.31,0.46,
08,071,,,,0.19,0.3,
08,073,,,,,0.28,
08,075,,,,0.37,0.43,
08,077,,0.43,,0.35,0.44,
08,079,,,,,0.41,
08,081,,,,0.29,0.28,
08,083,0.2,,,0.31,0.36,
08,085,,0.31,,0.34,0.43,
08,087,,,,0.25,0.38,
08,089,,,,0.3,0.33,
08,091,,,,,0.41,
08,093,,,,,0.39,
08,095,,,,,0.35,
08,097,,,,0.27,0.47,
08,099,,,,0.32,0.3,
08,101,,0.34,0.16,0.35,0.41,
08,103,,,,,0.42,
08,105,,,,0.3,0.3,
08,107,,,,0.36,0.51,
08,109,,,,0.19,0.2,
08,111,,,,,0.49,
08,113,,,,,0.41,
08,115,,,,,0.27,
08,117,,,,0.42,0.53,
08,119,,,,,0.38,
08,121,,,,,0.36,
08,123,,0.33,0.2,0.23,0.44,
08,125,,,,0.25,0.38,
09,000,0.5,0.37,0.36,0.37,0.5,
09,001,,0.39,0.38,0.4,0.52,A
09,003,,0.4,0.37,0.36,0.5,A
09,005,,0.33,0.29,0.39,0.48,A
09,007,,0.51,0.35,0.27,0.53,A
09,009,,0.27,0.33,0.31,0.47,A
09,011,0.5,0.37,0.41,0.38,0.51,A
09,013,,0.15,0.37,0.43,0.48,A
09,015,,0.41,0.3,0.48,0.45,A
09,110,,,,,,U
09,120,,,,,,U
09,130,,,,,,U
09,140,,,,,,U
09,150,,,,,,U
09,160,,,,,,U
09,170,,,,,,U
09,180,,,,,,U
09,190,,,,,,U
10,000,0.47,0.47,0.49,0.43,0.52,
10,001,,0.44,0.49,0.44,0.49,
10,003,,0.49,0.5,0.42,0.53,
10,005,,0.41,0.48,0.43,0.52,
11,000,,0.32,0.32,0.3,0.42,
11,001,,0.32,0.32,0.3,0.42,
12,000,0.32,0.38,0.37,0.31,0.46,
12,001,,0.48,0.44,0.41,0.48,
12,003,,,0.32,,0.35,
12,005,,0.3,0.37,0.32,0.4,
12,007,,,0.54,,0.37,
12,009,,0.47,0.4,0.37,0.44,
12,011,0.28,0.31,0.29,0.29,0.39,
12,013,,,0.36,,0.34,
12,015,,0.41,0.4,0.44,0.54,
12,017,,0.48,0.57,0.54,0.46,
12,019,,0.34,0.41,0.37,0.42,
12,021,,0.43,0.28,0.34,0.54,
12,023,,0.35,0.45,0.47,0.43,
12,027,,,0.33,0.37,0.45,
12,029,,,,,0.35,
12,031,,0.42,0.43,0.35,0.46,
12,033,0.43,0.27,0.36,0.37,0.38,
12,035,,0.43,0.53,0.49,0.53,
12,037,,,0.36,,0.4,
12,039,,,0.44,0.3,0.44,
12,041,,,,,0.42,
12,043,,,,0.27,0.42,
12,045,,,0.37,,0.43,
12,047,,,0.42,,0.4,
12,049,,,0.34,0.15,0.34,
12,051,0.17,,0.35,0.25,0.4,
12,053,,0.3,0.35,0.36,0.4,
12,055,,0.25,0.37,0.25,0.38,
12,057,,0.38,0.36,0.31,0.42,
12,059,,,0.27,,0.33,
12,061,,0.43,0.38,0.33,0.48,
12,063,,,0.37,,0.39,
12,065,,,0.5,,0.4,
12,067,,,,,0.46,
12,069,0.33,0.38,0.44,0.37,0.5,
12,071,0.57,0.44,0.42,0.36,0.53,
12,073,,0.24,0.38,0.45,0.45,
12,075,,0.64,0.5,0.19,0.39,
12,077,,,,,0.34,
12,079,,,0.44,,0.42,
12,081,,0.44,0.41,0.33,0.49,
12,083,,0.5,0.46,0.38,0.48,
12,085,,0.47,0.51,0.35,0.51,
12,086,,0.29,0.25,0.26,0.35,
12,087,,0.17,0.31,0.25,0.4,
12,089,,0.63,0.44,0.48,0.5,
12,091,,0.31,0.4,0.31,0.44,
12,093,,,0.42,0.34,0.41,
12,095,0.31,0.33,0.32,0.31,0.37,
12,097,,0.36,0.39,0.3,0.36,
12,099,0.6,0.44,0.36,0.34,0.53,
12,101,,0.44,0.42,0.34,0.42,
12,103,,0.33,0.35,0.33,0.43,
12,105,,0.37,0.42,0.33,0.45,
12,107,,0.33,0.51,0.36,0.47,
12,109,,0.47,0.55,0.45,0.55,
12,111,,0.43,0.46,0.41,0.47,
12,113,,0.35,0.39,0.41,0.41,
12,115,,0.48,0.42,0.32,0.52,
12,117,,0.36,0.34,0.32,0.37,
12,119,,0.34,0.52,0.51,0.53,
12,121,,,0.34,0.26,0.4,
12,123,,,0.21,,0.39,
12,125,,,0.4,,0.42,
12,127,,0.44,0.42,0.36,0.49,
12,129,,,0.5,,0.33,
12,131,,0.3,0.42,0.36,0.42,
12,133,,,0.29,,0.35,
13,000,0.31,0.32,0.39,0.26,0.44,
13,001,,,0.27,,0.33,
13,003,,,0.33,,0.41,
13,005,,,0.14,,0.28,
13,007,,,,,0.61,
13,009,,0.44,0.5,,0.48,
13,011,,,,,0.36,
13,013,,0.33,0.36,0.2,0.4,
13,015,,0.21,0.38,0.27,0.41,
13,017,,,0.36,,0.39,
13,019,,,0.42,,0.41,
13,021,,0.43,0.41,0.43,0.5,
13,023,,,0.18,,0.31,
13,025,,,,,0.37,
13,027,,,0.44,,0.46,
13,029,,0.32,0.46,,0.5,
13,031,,,0.41,,0.5,
13,033,,,0.3,,0.42,
13,035,,,0.37,,0.39,
13,037,,,0.45,,0.47,
13,039,,0.46,0.49,0.5,0.47,
13,043,,,0.13,,0.34,
13,045,,0.35,0.34,0.29,0.38,
13,047,,0.27,0.65,,0.45,
13,049,,,0.4,,0.35,
13,051,,0.4,0.44,0.32,0.49,
13,053,,,0.25,,0.43,
13,055,,,0.42,,0.36,
13,057,,0.28,0.43,0.25,0.41,
13,059,,0.44,0.42,0.26,0.52,
13,061,,,0.41,,0.32,
13,063,,0.3,0.37,0.26,0.41,
13,065,,,0.23,,0.34,
13,067,,0.33,0.41,0.27,0.43,
13,069,,,0.38,0.38,0.42,
13,071,,0.36,0.4,0.25,0.47,
13,073,,0.41,0.4,0.45,0.47,
13,075,,,0.41,,0.45,
13,077,,0.38,0.45,0.28,0.43,
13,079,,,0.48,,0.47,
13,081,,,0.5,,0.5,
13,083,,,,,0.41,
13,085,,,,,0.42,
13,087,,,0.37,,0.39,
13,089,,0.26,0.31,0.28,0.42,
13,091,,,0.3,,0.41,
13,093,,,0.38,,0.49,
13,095,,0.41,0.47,,0.5,
13,097,,0.26,0.39,0.21,0.37,
13,099,,,0.34,,0.41,
13,101,,,,,0.46,
13,103,,,0.36,0.43,0.46,
13,105,,,0.41,,0.38,
13,107,,,0.28,,0.39,
13,109,,,0.26,,0.41,
13,111,,,,,0.41,
13,113,,0.35,0.53,0.41,0.47,
13,115,,0.41,0.39,0.22,0.45,
13,117,,0.35,0.41,0.27,0.44,
13,119,,,0.43,,0.45,
13,121,,0.33,0.35,0.23,0.44,
13,123,,,,0.3,0.42,
13,125,,,,,0.51,
13,127,,0.29,0.3,0.42,0.47,
13,129,,,0.25,0.25,0.4,
13,131,,,0.48,,0.55,
13,133,,,0.32,,0.55,
13,135,,0.29,0.33,0.23,0.39,
13,137,,0.18,,0.18,0.46,
13,139,,0.34,0.41,0.22,0.49,
13,141,,,0.34,,0.56,
13,143,,,0.41,,0.32,
13,145,,,0.39,,0.48,
13,147,,,0.56,,0.48,
13,149,,,,,0.29,
13,151,,0.35,0.45,0.31,0.43,
13,153,,0.4,0.49,0.38,0.49,
13,155,,,0.35,,0.42,
13,157,,0.32,0.38,0.34,0.47,
13,159,,,0.48,,0.41,
13,161,,,0.43,,0.36,
13,163,,,0.34,,0.4,
13,165,,,0.38,,0.36,
13,167,,,0.45,,0.47,
13,169,,,0.33,,0.52,
13,171,,,0.37,,0.4,
13,173,,,,,0.41,
13,175,,0.47,0.49,,0.5,
13,177,,0.25,0.47,,0.49,
13,179,,0.19,0.28,0.26,0.34,
13,181,,,0.52,,0.51,
13,183,,,0.24,,0.35,
13,185,,0.43,0.52,0.36,0.49,
13,187,,,,,0.44,
13,189,,,0.31,,0.44,
13,191,,,0.36,,0.41,
13,193,,,0.38,,0.49,
13,195,,,0.47,,0.43,
13,197,,,0.32,,0.34,
13,199,,,0.38,,0.38,
13,201,,,0.16,,0.36,
13,205,,,0.44,,0.49,
13,207,,,0.51,,0.51,
13,209,,,0.37,,0.41,
13,211,,,0.25,,0.41,
13,213,,,,0.21,0.39,
13,215,,0.26,0.38,0.24,0.46,
13,217,,0.23,0.42,0.33,0.42,
13,219,,0.25,0.65,,0.52,
13,221,,,0.5,,0.41,
13,223,,0.55,0.34,0.36,0.38,
13,225,,0.27,0.45,0.53,0.46,
13,227,,,,,0.43,
13,229,,,0.38,,0.37,
13,231,,,0.38,,0.34,
13,233,,,0.41,0.42,0.42,
13,235,,,0.5,,0.42,
13,237,,,0.3,,0.48,
13,239,,,,,,
13,241,,,,,0.37,
13,243,,,0.39,,0.45,
13,245,,0.33,0.38,0.26,0.41,
13,247,,0.21,0.41,0.17,0.39,
13,249,,,,,0.35,
13,251,,,0.32,,0.44,
13,253,,,0.36,,0.38,
13,255,,0.2,0.38,,0.42,
13,257,,,0.4,,0.41,
13,259,,,0.17,,0.29,
13,261,,,0.38,,0.45,
13,263,,,0.39,,0.49,
13,265,,,,,0.43,
13,267,,,0.28,0.38,0.38,
13,269,,,0.44,,0.38,
13,271,,,0.28,,0.34,
13,273,,,0.38,,0.48,
13,275,,,0.48,,0.55,
13,277,,0.55,0.35,0.22,0.49,
13,279,,,0.34,0.29,0.4,
13,281,,,,,0.46,
13,283,,,0.5,,0.42,
13,285,,0.21,0.37,,0.41,
13,287,,,0.43,,0.45,
13,289,,,0.42,,0.4,
13,291,,,,,0.54,
13,293,,,0.25,,0.25,
13,295,,0.42,0.55,,0.4,
13,297,,0.26,0.39,0.28,0.4,
13,299,,,0.37,,0.35,
13,301,,,0.19,,0.5,
13,303,,,0.44,,0.47,
13,305,,,0.18,,0.37,
13,307,,,,,0.45,
13,309,,,0.25,,0.41,
13,311,,,,,0.44,
13,313,,0.31,0.38,0.15,0.42,
13,315,,,0.43,,0.42,
13,317,,,0.27,,0.38,
13,319,,,0.59,,0.43,
13,321,,,0.48,,0.5,
15,000,,0.45,0.28,0.28,0.37,
15,001,,0.41,0.34,0.25,0.32,
15,003,,0.46,0.24,0.29,0.41,
15,005,,,,,,
15,007,,0.48,,0.34,0.38,
15,009,,0.43,0.5,0.25,0.39,
16,000,0.29,0.36,0.38,0.29,0.42,
16,001,0.47,0.4,0.38,0.36,0.5,
16,003,,,,,0.36,
16,005,0.16,0.33,,0.25,0.46,
16,007,,,,,0.33,
16,009,0.27,,,,0.36,
16,011,0.13,,,0.26,0.42,
16,013,,,,0.24,0.46,
16,015,,,,,0.4,
16,017,,,,,0.38,
16,019,,0.27,,0.27,0.46,
16,021,,,,,0.32,
16,023,,,,,0.33,
16,025,,,,,0.29,
16,027,0.27,0.28,,0.23,0.42,
16,029,,,,,0.3,
16,031,,,,0.36,0.41,
16,033,,,,,0.31,
16,035,,,,,0.34,
16,037,,,,,0.36,
16,039,,0.31,,0.25,0.31,
16,041,,,,,0.4,
16,043,,,,,0.36,
16,045,,,,,0.35,
16,047,,,,0.19,0.34,
16,049,,,,,0.32,
16,051,,,,0.15,0.38,
16,053,,,,0.42,0.35,
16,055,0.31,0.29,,0.27,0.41,
16,057,,,,,0.48,
16,059,,,,,0.37,
16,061,0.2,,,,0.31,
16,063,,,,,0.33,
16,065,,,,,0.43,
16,067,,,,0.37,0.38,
16,069,0.42,,,,0.47,
16,071,,,,,0.34,
16,073,,,,0.17,0.32,
16,075,,,,0.29,0.39,
16,077,,,,0.12,0.33,
16,079,,,,,0.37,
16,081,,,,,0.5,
16,083,,0.27,,0.38,0.35,
16,085,,,,,0.42,
16,087,,,,0.29,0.32,
17,000,0.34,0.38,0.4,0.33,0.47,
17,001,,,0.48,,0.53,
17,003,,,0.4,,0.44,
17,005,,,,,0.44,
17,007,,,,0.37,0.42,
17,009,,,,,0.51,
17,011,,,,0.4,0.48,
17,013,,,,,0.49,
17,015,,,,,0.37,
17,017,,,,,0.37,
17,019,,0.43,0.41,0.25,0.5,
17,021,,,,,0.41,
17,023,,,,,0.43,
17,025,,,,,0.41,
17,027,,,,,0.49,
17,029,,,0.36,,0.45,
17,031,0.26,0.36,0.39,0.33,0.46,
17,033,,,,,0.45,
17,035,,,,,0.45,
17,037,,0.35,0.48,0.36,0.46,
17,039,,,,,0.44,
17,041,,,,,0.44,
17,043,,0.43,0.5,0.33,0.5,
17,045,,,,,0.42,
17,047,,,,,0.49,
17,049,,,,,0.57,
17,051,,,,,0.45,
17,053,,,,,0.46,
17,055,,,,,0.44,
17,057,,,,,0.44,
17,059,,,,,0.37,
17,061,,,,,0.41,
17,063,,,,0.26,0.47,
17,065,,,,,0.45,
17,067,,,,,0.48,
17,069,,,,,0.36,
17,071,,,,,0.5,
17,073,,,,,0.47,
17,075,,,,0.39,0.46,
17,077,,0.24,0.41,0.57,0.48,
17,079,,,,,0.53,
17,081,,,0.41,,0.44,
17,083,,,,,0.46,
17,085,,,,,0.49,
17,087,,,,,0.45,
17,089,,0.38,0.42,0.35,0.48,
17,091,,0.68,0.48,0.27,0.49,
17,093,,0.4,0.5,0.44,0.49,
17,095,,,0.43,,0.44,
17,097,,0.42,0.45,0.36,0.48,
17,099,,0.41,0.29,0.3,0.44,
17,101,,,,,0.46,
17,103,,,0.36,0.45,0.42,
17,105,,,,,0.52,
17,107,,,,,0.52,
17,109,,,,,0.36,
17,111,,0.38,0.34,0.34,0.46,
17,113,,0.38,0.59,0.24,0.6,
17,115,,0.33,0.42,,0.45,
17,117,,,,,0.46,
17,119,,0.34,0.37,0.29,0.47,
17,121,,,0.46,,0.45,
17,123,,,,,0.45,
17,125,,,,,0.52,
17,127,,,0.5,,0.46,
17,129,,,,,0.47,
17,131,,,,,0.48,
17,133,,,,,0.53,
17,135,,,,,0.47,
17,137,,,,,0.44,
17,139,,,,,0.38,
17,141,,,,0.35,0.4,
17,143,,0.41,0.44,0.29,0.47,
17,145,,,,,0.43,
17,147,,,,,0.48,
17,149,,,,,0.5,
17,151,,,,,0.36,
17,153,,,0.52,,0.48,
17,155,,,,,0.43,
17,157,,,,,0.46,
17,159,,,,,0.44,
17,161,,0.48,0.49,0.42,0.55,
17,163,,0.36,0.37,0.47,0.47,
17,165,,,0.25,,0.37,
17,167,,0.39,0.36,0.25,0.49,
17,169,,,,,0.43,
17,171,,,,,0.48,
17,173,,,,,0.44,
17,175,,,,,0.38,
17,177,,,0.34,,0.42,
17,179,,0.36,,,0.45,
17,181,,,,,0.45,
17,183,,,0.46,0.31,0.46,
17,185,,,,,0.42,
17,187,,,,,0.47,
17,189,,,,,0.52,
17,191,,,,,0.43,
17,193,,,,,0.44,
17,195,,,,0.35,0.44,
17,197,,0.41,0.42,0.33,0.46,
17,199,,0.53,0.51,,0.47,
17,201,,0.27,0.4,0.31,0.45,
17,203,,,,,0.48,
18,000,0.28,0.39,0.4,0.33,0.47,
18,001,,,,,0.44,
18,003,,0.22,0.35,0.23,0.47,
18,005,,0.46,0.41,0.47,0.5,
18,007,,,,,0.48,
18,009,,,,,0.41,
18,011,,0.37,0.42,,0.5,
18,013,,,,,0.43,
18,015,,,,,0.42,
18,017,,,,0.19,0.51,
18,019,,0.21,0.46,0.42,0.49,
18,021,,,,,0.39,
18,023,,,,0.4,0.47,
18,025,,,,,0.41,
18,027,,,,,0.43,
18,029,,,,,0.5,
18,031,,,,,0.43,
18,033,,,,,0.42,
18,035,,0.5,0.35,,0.45,
18,037,,,,,0.49,
18,039,,0.23,0.33,0.22,0.43,
18,041,,,0.45,,0.38,
18,043,,0.58,0.38,,0.53,
18,045,,,,,0.46,
18,047,,,,,0.47,
18,049,,,,,0.42,
18,051,,,,,0.56,
18,053,,,0.31,,0.44,
18,055,,,,,0.38,
18,057,,0.45,0.53,0.37,0.55,
18,059,,0.5,0.59,0.25,0.51,
18,061,,,,,0.49,
18,063,,0.44,0.41,0.29,0.53,
18,065,,,,,0.43,
18,067,,0.5,0.43,,0.5,
18,069,,,,,0.46,
18,071,,,,,0.44,
18,073,,,,,0.4,
18,075,,,,,0.5,
18,077,,,,,0.39,
18,079,,,,,0.46,
18,081,,0.34,0.44,0.27,0.51,
18,083,,,,,0.49,
18,085,,,,0.26,0.46,
18,087,,,,0.36,0.37,
18,089,,0.41,0.4,0.39,0.45,
18,091,,0.22,0.34,0.21,0.44,
18,093,,,,,0.47,
18,095,,0.56,0.48,,0.44,
18,097,,0.37,0.39,0.24,0.48,
18,099,,,,0.18,0.4,
18,101,,,,,0.38,
18,103,,,,,0.43,
18,105,,0.37,0.4,,0.49,
18,107,,,,,0.51,
18,109,,,,,0.47,
18,111,,,,,0.41,
18,113,,,,0.14,0.42,
18,115,,,,,0.4,
18,117,,,,,0.38,
18,119,,,,,0.38,
18,121,,,,,0.44,
18,123,,,,,0.48,
18,125,,,,,0.4,
18,127,,0.39,0.41,0.41,0.44,
18,129,,,,,0.56,
18,131,,,,,0.41,
18,133,,,,,0.45,
18,135,,,,,0.46,
18,137,,,,,0.51,
18,139,,,,,0.49,
18,141,,0.44,0.38,0.33,0.46,
18,143,,,,,0.42,
