statecode,countycode,v001_race_white,v001_race_white_cilow,v001_race_white_cihigh,v001_race_white_flag2,v001_race_black,v001_race_black_cilow,v001_race_black_cihigh,v001_race_black_flag2,v001_race_aian,v001_race_aian_cilow,v001_race_aian_cihigh,v001_race_aian_flag2,v001_race_asian,v001_race_asian_cilow,v001_race_asian_cihigh,v001_race_asian_flag2,v001_race_nhopi,v001_race_nhopi_cilow,v001_race_nhopi_cihigh,v001_race_nhopi_flag2,v001_race_tom,v001_race_tom_cilow,v001_race_tom_cihigh,v001_race_tom_flag2,v001_race_hispanic,v001_race_hispanic_cilow,v001_race_hispanic_cihigh,v001_race_hispanic_flag2,v001_race_flag_CT
01,123,11356.011342284628,9775.31463290846,12936.708051660797,,13188.503946516259,10732.457404461176,15644.550488571342,,,,,2,,,,2,,,,2,,,,2,,,,2,
01,125,8741.203377083435,8142.889183300615,9339.517570866255,,13147.734867200648,12194.447150357046,14101.02258404425,,,,,2,,,,2,,,,2,,,,2,5715.365921929247,4152.793628338397,7672.611982927689,,
01,127,18504.720972819603,17197.175456077526,19812.26648956168,,21416.607971336234,16353.496634634452,26479.719308038017,,,,,2,,,,2,,,,2,,,,2,,,,2,
01,129,11730.27929037291,9176.797554050048,14283.76102669577,,16319.59139858789,11162.58843569172,23038.393737225968,,17326.893943515905,9472.774153466133,29071.58385367258,1,,,,2,,,,2,,,,2,,,,2,
01,131,13744.194253162726,8274.902772201673,21463.26184973787,1,22654.671574010386,18524.381404218413,26784.96174380236,,,,,2,,,,2,,,,2,,,,2,,,,2,
01,133,14165.570878634224,12227.467437484602,16103.674319783846,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
02,000,7650.054775316334,7349.7533032584815,7950.356247374186,,8497.49753991036,7230.027636317593,9764.967443503128,,24872.162309400395,23777.112568056244,25967.212050744547,,4215.76747951775,3520.8279396014486,4910.707019434051,,19609.374516923028,16854.24639587314,22364.502637972917,,12374.442926331669,11191.315814493231,13557.570038170106,,6077.538737969658,5313.398626458955,6841.67884948036,,
02,013,,,,2,,,,2,41130.135114473196,21900.064708534668,70333.78367400831,1,,,,2,,,,2,,,,2,,,,2,
02,016,,,,2,,,,2,40366.969564933555,20858.20222490619,70512.9721393771,1,,,,2,,,,2,,,,2,,,,2,
02,020,7502.491877484068,7019.728909477816,7985.25484549032,,10381.657239731983,8596.952161182826,12166.36231828114,,32128.2818660513,29663.31075776873,34593.25297433387,,4809.036551649193,3880.895152770043,5737.177950528343,,22947.24220599189,19555.6975156687,26338.78689631508,,13942.211042027577,12022.63356168064,15861.788522374514,,6923.213396992332,5774.216089055517,8072.210704929146,,
02,050,,,,2,,,,2,18178.50356680846,15610.718171788549,20746.288961828373,,,,,2,,,,2,,,,2,,,,2,
02,060,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
02,063,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
02,066,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
02,068,14934.163666407112,6447.511875483158,29426.255964863907,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
02,070,,,,2,,,,2,25155.544010804406,18950.598386415855,32743.398262934046,,,,,2,,,,2,,,,2,,,,2,
02,090,8022.309229878356,7252.097005547199,8792.521454209513,,5227.560664068337,3235.9424434076864,7990.881775135216,1,23774.562160155358,19892.287355221015,27656.8369650897,,6061.761231856278,3227.6325583629105,10365.796318885503,1,,,,2,11932.660017324899,8736.206862848836,15916.496259199448,,6357.898953076986,4542.1762255191015,8657.653837695856,,
02,100,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
02,105,,,,2,,,,2,30068.34833944239,12981.378624556064,59246.63305166448,1,,,,2,,,,2,,,,2,,,,2,
02,110,5825.809234311168,4560.871703113007,7090.74676550933,,,,,2,19072.77298084395,14244.459127666474,25011.404256958496,,,,,2,,,,2,17808.742469322457,12473.024285484164,24654.806204512028,,,,,2,
02,122,7250.517136240618,6336.487426737756,8164.54684574348,,,,,2,16854.325229036665,12427.048923613227,22346.390035967976,,,,,2,,,,2,19078.311132796505,13566.54423746087,26080.679369604928,,,,,2,
02,130,8959.10959587521,6307.2898349898005,11610.92935676062,,,,,2,26540.481219816866,18380.05478008137,37087.66228606874,,,,,2,,,,2,,,,2,,,,2,
02,150,5092.4648517037,3326.5671140206964,7461.640908960458,,,,,2,30045.02246376626,19626.406186100707,44022.9192060643,,5597.7043903854665,2416.6914424299603,11029.709188044122,1,,,,2,,,,2,,,,2,
02,158,,,,2,,,,2,28142.22120135862,23285.705996703342,32998.7364060139,,,,,2,,,,2,,,,2,,,,2,
02,164,,,,2,,,,2,30744.041213099066,17207.206484411374,50707.6205737368,1,,,,2,,,,2,,,,2,,,,2,
02,170,8690.49132441423,7986.880135249733,9394.102513578728,,,,,2,15804.94297779378,12462.969220184194,19146.916735403367,,,,,2,,,,2,7052.92530864923,5015.31936119923,9641.581076662613,,4061.8284359175327,2481.0703319968607,6273.164585222522,1,
02,180,,,,2,,,,2,21009.56973602598,17114.238097193054,24904.901374858906,,,,,2,,,,2,,,,2,,,,2,
02,185,,,,2,,,,2,19174.097534519635,14943.861492806518,23404.33357623275,,,,,2,,,,2,,,,2,,,,2,
02,188,,,,2,,,,2,25552.320337671714,20663.78201278374,30440.858662559687,,,,,2,,,,2,,,,2,,,,2,
02,195,2684.435856413326,1227.4950116801297,5095.895442751529,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
02,198,13408.94609519784,7664.37127130296,21775.28838608436,1,,,,2,18398.95863258106,12501.199732208132,26115.85312851776,,,,,2,,,,2,,,,2,,,,2,
02,220,3532.805341696222,2263.535042735409,5256.53431382103,1,,,,2,19332.14886555929,11457.456625314137,30553.129799088547,1,,,,2,,,,2,,,,2,,,,2,
02,230,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
02,240,8849.448583909068,6262.396510418225,12146.559584003031,,,,,2,41527.55071286628,25366.106830879326,64135.93398957488,1,,,,2,,,,2,,,,2,,,,2,
02,275,17968.21540046894,7224.154503547149,37021.39107858638,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
02,282,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
02,290,14487.918402947664,6624.79884805592,27502.582037173284,1,,,,2,31901.26356663536,24651.73857920149,39150.78855406923,,,,,2,,,,2,,,,2,,,,2,
04,000,8151.540811090094,8041.817664865819,8261.26395731437,,13042.549833820896,12612.83461651085,13472.265051130942,,23674.395971478196,23024.453195878265,24324.338747078127,,3491.687608982235,3230.7217984227327,3752.653419541737,,13077.564969074443,11077.09547518473,15078.034462964157,,11868.12354344448,11195.669566504426,12540.577520384535,,8388.07437807429,8258.229812812235,8517.918943336346,,
04,001,15855.45941095805,13031.770143775117,18679.148678140984,,,,,2,30697.910588080373,28793.960512403835,32601.86066375691,,,,,2,,,,2,23343.796884546206,13342.996901831284,37908.86364806968,1,13135.791193175228,9467.122884260116,17755.773676552704,,
04,003,10572.791345971636,9587.780690730651,11557.802001212622,,9931.756541044193,6427.309170706075,14661.231871349455,1,,,,2,2128.725629151018,781.2047883477205,4633.339509161244,1,,,,2,10554.209545347438,6614.266931567772,15979.200087888788,1,8153.689484523934,7213.118318826359,9094.26065022151,,
04,005,6330.126120082177,5601.604134863514,7058.64810530084,,5382.031556621227,2865.705133847336,9203.437872901137,1,22696.924296109348,20909.435963199125,24484.41262901957,,,,,2,,,,2,14936.7516163216,9666.278089620706,22049.591927332996,1,7827.381712611312,6329.055299678412,9325.708125544212,,
04,007,15730.46174197007,13625.68798474073,17835.235499199407,,,,,2,36247.64898639294,31587.518946674172,40907.779026111704,,,,,2,,,,2,,,,2,10482.791589375134,8051.406055460859,12914.17712328941,,
04,009,8298.666624797828,6980.309766245167,9617.02348335049,,,,,2,23369.64822419868,18266.37964322716,28472.916805170204,,,,,2,,,,2,,,,2,11377.46860213418,9284.066706295987,13470.870497972373,,
04,011,12246.775873654142,8708.654843697563,16741.74577869821,,,,,2,,,,2,,,,2,,,,2,,,,2,10619.664187470866,7263.842442786228,14991.797216763758,,
04,012,29344.90847443274,23233.917677451744,35455.89927141374,,,,,2,34132.03483697587,25491.436178037995,44759.62264520275,,,,,2,,,,2,,,,2,16700.508906520154,12395.439608540566,22017.53899569162,,
04,013,7391.880127780752,7262.526110696376,7521.234144865129,,13496.077700231928,13001.801272926908,13990.354127536948,,16670.010010579557,15684.981375571475,17655.03864558764,,3525.979975264031,3225.0687973066024,3826.8911532214597,,14515.500018648901,11940.577414809788,17090.422622488015,,12255.489786700438,11422.182310487102,13088.797262913775,,8373.597001039197,8208.804733627705,8538.38926845069,,
04,015,13805.582723801164,13024.742278391877,14586.423169210451,,12695.94564486391,8293.413208236298,18602.501963260842,,26656.383144322688,21016.936028776225,32295.83025986915,,6779.951613304848,3384.5274173420953,12131.206251944523,1,,,,2,17042.178552077217,11999.266448292065,23490.39823783703,,8886.144645921173,7811.479229296649,9960.810062545697,,
04,017,11724.794291870952,10480.603893313422,12968.984690428482,,,,,2,30247.073203769003,28312.084452515395,32182.06195502261,,,,,2,,,,2,23416.306348855655,15296.308742489786,34310.31425399379,,14200.859862546871,11775.26199087791,16626.457734215834,,
04,019,8572.608488928227,8258.792348832976,8886.424629023477,,13167.199991548288,11831.823893795636,14502.576089300941,,24414.207466575357,22245.44706178372,26582.967871366993,,3037.8148398308617,2411.4268676316506,3664.202812030073,,12715.71842014684,7407.374568625245,20359.096981676168,1,9780.51895680281,8123.169973644225,11437.867939961397,,8579.009456304972,8258.89568262955,8899.123229980392,,
04,021,8085.737818262597,7640.61480199442,8530.860834530775,,10685.179021104805,9142.178207012228,12228.179835197381,,22471.6571671588,20150.21612627672,24793.09820804088,,3642.1749788978736,2491.2449893646876,5141.664345283944,,,,,2,9785.17651257526,7598.572443398028,12405.042858245168,,8721.195844527383,8179.731311988073,9262.660377066693,,
04,023,6837.819885851426,4006.3576028554935,9669.28216884736,1,,,,2,,,,2,,,,2,,,,2,,,,2,5470.339150092711,4658.776633632607,6281.901666552815,,
04,025,10063.84637215406,9404.24088512084,10723.451859187278,,10482.996895210863,5731.151951615686,17588.687520705847,1,22390.32535204733,16508.858395953313,29686.32303873428,,4542.2972987900885,1961.0415708648763,8950.136476900141,1,,,,2,8777.426764472726,4798.7008900435,14727.030651580246,1,6829.606523336454,5855.120256491273,7804.092790181636,,
04,027,10833.92210369925,9744.524705464928,11923.31950193357,,9624.164632823271,6445.454100073879,13821.905802574165,,22647.7913870254,15589.697499190375,31805.91946643267,,,,,2,,,,2,12445.538091212386,7113.700355343811,20210.774145270298,1,7616.102576009499,7107.83993514422,8124.365216874778,,
05,000,10822.861975301888,10662.173193920771,10983.550756683006,,16656.53404512648,16230.942861947698,17082.12522830526,,4188.796415827732,3216.3513513493335,5161.24148030613,,4817.426222031889,4161.180568205912,5473.671875857865,,17282.51348954255,14811.031923413182,19753.99505567192,,3334.8297493320883,2695.1705388202017,3974.488959843975,,5857.1148036915965,5524.898589402822,6189.331017980371,,
05,001,16065.25027538857,13249.526604512654,18880.973946264483,,20494.004921453932,15172.64656099295,25815.363281914913,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,003,12659.257383621862,10196.182957775476,15122.331809468247,,18036.47850324865,12812.076447438245,23260.880559059056,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,005,11026.542541696954,9727.464558160322,12325.620525233586,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
05,007,7491.330958923396,7077.788077436593,7904.873840410199,,7773.613526812294,5165.509734324752,11235.035926602477,,5360.1899262826955,2930.4657116783287,8993.487893532878,1,2774.756453710573,1812.5630391424731,4065.661103283254,,18971.03903053029,13214.023785000212,26384.122873987162,,,,,2,4063.612142397518,3477.2595121777904,4649.964772617245,,
05,009,11792.952213504886,10447.393289851021,13138.511137158752,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
05,011,10751.751169369465,7621.593894474878,13881.908444264052,,16178.912626911926,10750.769944614609,23383.033384637038,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,013,15991.751769524555,10953.2106056794,21030.29293336971,,23196.998071870446,12682.014704398274,38920.621133727655,1,,,,2,,,,2,,,,2,,,,2,,,,2,
05,015,11752.095007772647,9875.962692977988,13628.227322567305,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
05,017,11945.413167323242,7921.177492123111,15969.648842523373,,22901.352863370015,18089.419225319747,27713.286501420283,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,019,10618.19504095891,8619.45666350601,12616.93341841181,,19536.644728911797,14492.549021569826,24580.740436253767,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,021,10816.806640393814,8784.806749140742,12848.806531646886,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
05,023,10432.176402658919,8850.136282881382,12014.216522436456,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
05,025,12590.190123446086,9137.646051312353,16042.734195579818,,17752.89248561003,7137.583524157939,36577.74357873701,1,,,,2,,,,2,,,,2,,,,2,,,,2,
05,027,10549.612619137706,8208.5469930641,12890.678245211313,,19091.092780949057,15416.729013769282,22765.45654812883,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,029,12703.961645896896,10627.207580159626,14780.715711634166,,18222.638022074858,11903.63215853265,26700.38680565514,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,031,9333.335680668453,8606.019095493042,10060.652265843864,,15740.636307723104,13778.714163833054,17702.558451613153,,,,,2,,,,2,,,,2,,,,2,5601.144333831301,3691.1894097937256,8149.370934270905,,
05,033,11522.982551947585,10450.449744609698,12595.515359285473,,,,,2,,,,2,,,,2,,,,2,,,,2,5547.376236351087,3287.72673199939,8767.246071416523,1,
05,035,13627.077656273668,11576.74905479095,15677.406257756387,,21589.258267130812,19530.619636170635,23647.89689809099,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,037,11786.540006425403,9641.196010746877,13931.884002103929,,17932.98880073703,12869.022377971842,24328.124233821156,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,039,10104.761251471844,5988.721923932081,15969.87920235984,1,24665.439407247293,17539.538616685804,33718.467647012374,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,041,13962.038696719068,9745.76094436795,18178.316449070186,,21323.610001907473,16428.827040737666,26218.39296307728,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,043,10206.645713143018,8131.943160103159,12281.348266182877,,17211.491764204082,12806.798017759655,21616.18551064851,,,,,2,,,,2,,,,2,,,,2,,,,2,
05,045,8489.037630656208,7849.1680238035,9128.907237508918,,12583.649410661037,10648.692664862172,14518.606156459902,,,,,2,,,,2,,,,2,,,,2,6986.737917810954,4893.425342934087,9672.590283231748,,
05,047,13839.051275468035,11637.657823893813,16040.444727042257,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
05,049,13633.109661882609,10929.500441797833,16336.718881967385,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
05,051,13195.596101107078,12175.717855332892,14215.474346881263,,22866.22733922765,19026.4059836236,26706.0486948317,,,,,2,,,,2,,,,2,15096.838683879374,9345.18108880729,23077.121597147092,1,9125.885818589997,6728.70779445663,12099.600616142669,,
05,053,11144.419308235998,9399.628505876059,12889.210110595937,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
