statecode,countycode,v050_rawvalue,v050_numerator,v050_denominator,v050_cilow,v050_cihigh,v050_sourceflag,v050_flag_CT
10,001,0.48,,,,,,
10,003,0.52,,,,,,
10,005,0.52,,,,,,
11,000,0.36,,,,,,
11,001,0.35,,,,,,
12,000,0.45,,,,,,
12,001,0.47,,,,,,
12,003,0.35,,,,,,
12,005,0.4,,,,,,
12,007,0.39,,,,,,
12,009,0.43,,,,,,
12,011,0.37,,,,,,
12,013,0.35,,,,,,
12,015,0.53,,,,,,
12,017,0.47,,,,,,
12,019,0.42,,,,,,
12,021,0.53,,,,,,
12,023,0.43,,,,,,
12,027,0.44,,,,,,
12,029,0.35,,,,,,
12,031,0.45,,,,,,
12,033,0.37,,,,,,
12,035,0.52,,,,,,
12,037,0.4,,,,,,
12,039,0.43,,,,,,
12,041,0.42,,,,,,
12,043,0.41,,,,,,
12,045,0.42,,,,,,
12,047,0.4,,,,,,
12,049,0.32,,,,,,
12,051,0.36,,,,,,
12,053,0.4,,,,,,
12,055,0.37,,,,,,
12,057,0.4,,,,,,
12,059,0.33,,,,,,
12,061,0.48,,,,,,
12,063,0.38,,,,,,
12,065,0.41,,,,,,
12,067,0.46,,,,,,
12,069,0.49,,,,,,
12,071,0.52,,,,,,
12,073,0.44,,,,,,
12,075,0.39,,,,,,
12,077,0.33,,,,,,
12,079,0.42,,,,,,
12,081,0.48,,,,,,
12,083,0.47,,,,,,
12,085,0.51,,,,,,
12,086,0.29,,,,,,
12,087,0.38,,,,,,
12,089,0.49,,,,,,
12,091,0.43,,,,,,
12,093,0.41,,,,,,
12,095,0.35,,,,,,
12,097,0.35,,,,,,
12,099,0.51,,,,,,
12,101,0.42,,,,,,
12,103,0.42,,,,,,
12,105,0.44,,,,,,
12,107,0.47,,,,,,
12,109,0.55,,,,,,
12,111,0.47,,,,,,
12,113,0.41,,,,,,
12,115,0.52,,,,,,
12,117,0.36,,,,,,
12,119,0.53,,,,,,
12,121,0.39,,,,,,
12,123,0.38,,,,,,
12,125,0.41,,,,,,
12,127,0.48,,,,,,
12,129,0.34,,,,,,
12,131,0.42,,,,,,
12,133,0.35,,,,,,
13,000,0.42,,,,,,
13,001,0.32,,,,,,
13,003,0.39,,,,,,
13,005,0.27,,,,,,
13,007,0.56,,,,,,
13,009,0.49,,,,,,
13,011,0.35,,,,,,
13,013,0.39,,,,,,
13,015,0.4,,,,,,
13,017,0.38,,,,,,
13,019,0.4,,,,,,
13,021,0.48,,,,,,
13,023,0.3,,,,,,
13,025,0.37,,,,,,
13,027,0.46,,,,,,
13,029,0.49,,,,,,
13,031,0.48,,,,,,
13,033,0.37,,,,,,
13,035,0.38,,,,,,
13,037,0.46,,,,,,
13,039,0.48,,,,,,
13,043,0.31,,,,,,
13,045,0.37,,,,,,
13,047,0.45,,,,,,
13,049,0.35,,,,,,
13,051,0.48,,,,,,
13,053,0.39,,,,,,
13,055,0.36,,,,,,
13,057,0.41,,,,,,
13,059,0.5,,,,,,
13,061,0.35,,,,,,
13,063,0.38,,,,,,
13,065,0.33,,,,,,
13,067,0.43,,,,,,
13,069,0.42,,,,,,
13,071,0.45,,,,,,
13,073,0.46,,,,,,
13,075,0.44,,,,,,
13,077,0.43,,,,,,
13,079,0.48,,,,,,
13,081,0.5,,,,,,
13,083,0.41,,,,,,
13,085,0.42,,,,,,
13,087,0.38,,,,,,
13,089,0.36,,,,,,
13,091,0.4,,,,,,
13,093,0.46,,,,,,
13,095,0.49,,,,,,
13,097,0.37,,,,,,
13,099,0.39,,,,,,
13,101,0.5,,,,,,
13,103,0.45,,,,,,
13,105,0.38,,,,,,
13,107,0.37,,,,,,
13,109,0.38,,,,,,
13,111,0.41,,,,,,
13,113,0.48,,,,,,
13,115,0.44,,,,,,
13,117,0.43,,,,,,
13,119,0.44,,,,,,
13,121,0.4,,,,,,
13,123,0.42,,,,,,
13,125,0.49,,,,,,
13,127,0.45,,,,,,
13,129,0.39,,,,,,
13,131,0.54,,,,,,
13,133,0.53,,,,,,
13,135,0.36,,,,,,
13,137,0.44,,,,,,
13,139,0.47,,,,,,
13,141,0.48,,,,,,
13,143,0.32,,,,,,
13,145,0.46,,,,,,
13,147,0.48,,,,,,
13,149,0.27,,,,,,
13,151,0.43,,,,,,
13,153,0.48,,,,,,
13,155,0.4,,,,,,
13,157,0.46,,,,,,
13,159,0.42,,,,,,
13,161,0.36,,,,,,
13,163,0.38,,,,,,
13,165,0.36,,,,,,
13,167,0.46,,,,,,
13,169,0.5,,,,,,
13,171,0.39,,,,,,
13,173,0.38,,,,,,
13,175,0.5,,,,,,
13,177,0.48,,,,,,
13,179,0.3,,,,,,
13,181,0.51,,,,,,
13,183,0.34,,,,,,
13,185,0.5,,,,,,
13,187,0.44,,,,,,
13,189,0.41,,,,,,
13,191,0.4,,,,,,
13,193,0.45,,,,,,
13,195,0.43,,,,,,
13,197,0.34,,,,,,
13,199,0.38,,,,,,
13,201,0.33,,,,,,
13,205,0.48,,,,,,
13,207,0.51,,,,,,
13,209,0.4,,,,,,
13,211,0.4,,,,,,
13,213,0.39,,,,,,
13,215,0.42,,,,,,
13,217,0.42,,,,,,
13,219,0.52,,,,,,
13,221,0.42,,,,,,
13,223,0.37,,,,,,
13,225,0.45,,,,,,
13,227,0.43,,,,,,
13,229,0.36,,,,,,
13,231,0.34,,,,,,
13,233,0.42,,,,,,
13,235,0.43,,,,,,
13,237,0.47,,,,,,
13,239,0.62,,,,,,
13,241,0.37,,,,,,
13,243,0.42,,,,,,
13,245,0.39,,,,,,
13,247,0.39,,,,,,
13,249,0.33,,,,,,
13,251,0.41,,,,,,
13,253,0.38,,,,,,
13,255,0.41,,,,,,
13,257,0.41,,,,,,
13,259,0.24,,,,,,
13,261,0.43,,,,,,
13,263,0.46,,,,,,
13,265,0.3,,,,,,
13,267,0.37,,,,,,
13,269,0.39,,,,,,
13,271,0.33,,,,,,
13,273,0.45,,,,,,
13,275,0.54,,,,,,
13,277,0.46,,,,,,
13,279,0.39,,,,,,
13,281,0.45,,,,,,
13,283,0.43,,,,,,
13,285,0.4,,,,,,
13,287,0.44,,,,,,
13,289,0.41,,,,,,
13,291,0.53,,,,,,
13,293,0.25,,,,,,
13,295,0.4,,,,,,
13,297,0.39,,,,,,
13,299,0.35,,,,,,
13,301,0.4,,,,,,
13,303,0.46,,,,,,
13,305,0.34,,,,,,
13,307,0.4,,,,,,
13,309,0.39,,,,,,
13,311,0.43,,,,,,
13,313,0.4,,,,,,
13,315,0.42,,,,,,
13,317,0.35,,,,,,
13,319,0.46,,,,,,
13,321,0.49,,,,,,
15,000,0.41,,,,,,
15,001,0.35,,,,,,
15,003,0.44,,,,,,
15,005,,,,,,,
15,007,0.42,,,,,,
15,009,0.4,,,,,,
16,000,0.42,,,,,,
16,001,0.5,,,,,,
16,003,0.36,,,,,,
16,005,0.45,,,,,,
16,007,0.33,,,,,,
16,009,0.36,,,,,,
16,011,0.4,,,,,,
16,013,0.45,,,,,,
16,015,0.4,,,,,,
16,017,0.38,,,,,,
16,019,0.45,,,,,,
16,021,0.32,,,,,,
16,023,0.33,,,,,,
16,025,0.3,,,,,,
16,027,0.41,,,,,,
16,029,0.29,,,,,,
16,031,0.4,,,,,,
16,033,0.33,,,,,,
16,035,0.35,,,,,,
16,037,0.36,,,,,,
16,039,0.31,,,,,,
16,041,0.4,,,,,,
16,043,0.36,,,,,,
16,045,0.35,,,,,,
16,047,0.33,,,,,,
16,049,0.32,,,,,,
16,051,0.37,,,,,,
16,053,0.36,,,,,,
16,055,0.41,,,,,,
16,057,0.48,,,,,,
16,059,0.37,,,,,,
16,061,0.31,,,,,,
16,063,0.29,,,,,,
16,065,0.42,,,,,,
16,067,0.38,,,,,,
16,069,0.47,,,,,,
16,071,0.34,,,,,,
16,073,0.3,,,,,,
16,075,0.39,,,,,,
16,077,0.31,,,,,,
16,079,0.37,,,,,,
16,081,0.5,,,,,,
16,083,0.35,,,,,,
16,085,0.42,,,,,,
16,087,0.32,,,,,,
17,000,0.45,,,,,,
17,001,0.53,,,,,,
17,003,0.43,,,,,,
17,005,0.44,,,,,,
17,007,0.42,,,,,,
17,009,0.51,,,,,,
17,011,0.48,,,,,,
17,013,0.49,,,,,,
17,015,0.37,,,,,,
17,017,0.36,,,,,,
17,019,0.49,,,,,,
17,021,0.41,,,,,,
17,023,0.43,,,,,,
17,025,0.41,,,,,,
17,027,0.49,,,,,,
17,029,0.45,,,,,,
17,031,0.43,,,,,,
17,033,0.45,,,,,,
17,035,0.45,,,,,,
17,037,0.45,,,,,,
17,039,0.43,,,,,,
17,041,0.43,,,,,,
17,043,0.49,,,,,,
17,045,0.42,,,,,,
17,047,0.49,,,,,,
17,049,0.57,,,,,,
17,051,0.45,,,,,,
17,053,0.46,,,,,,
17,055,0.44,,,,,,
17,057,0.44,,,,,,
17,059,0.37,,,,,,
17,061,0.41,,,,,,
17,063,0.47,,,,,,
17,065,0.45,,,,,,
17,067,0.48,,,,,,
17,069,0.35,,,,,,
17,071,0.49,,,,,,
17,073,0.47,,,,,,
17,075,0.46,,,,,,
17,077,0.47,,,,,,
17,079,0.53,,,,,,
17,081,0.44,,,,,,
17,083,0.46,,,,,,
17,085,0.49,,,,,,
17,087,0.45,,,,,,
17,089,0.46,,,,,,
17,091,0.49,,,,,,
17,093,0.49,,,,,,
17,095,0.44,,,,,,
17,097,0.47,,,,,,
17,099,0.44,,,,,,
17,101,0.47,,,,,,
17,103,0.42,,,,,,
17,105,0.52,,,,,,
17,107,0.52,,,,,,
17,109,0.36,,,,,,
17,111,0.46,,,,,,
17,113,0.59,,,,,,
17,115,0.44,,,,,,
17,117,0.46,,,,,,
17,119,0.46,,,,,,
17,121,0.45,,,,,,
17,123,0.45,,,,,,
17,125,0.52,,,,,,
17,127,0.46,,,,,,
17,129,0.47,,,,,,
17,131,0.48,,,,,,
17,133,0.53,,,,,,
17,135,0.47,,,,,,
17,137,0.44,,,,,,
17,139,0.38,,,,,,
17,141,0.39,,,,,,
17,143,0.47,,,,,,
17,145,0.43,,,,,,
17,147,0.49,,,,,,
17,149,0.5,,,,,,
17,151,0.36,,,,,,
17,153,0.5,,,,,,
17,155,0.43,,,,,,
17,157,0.46,,,,,,
17,159,0.44,,,,,,
17,161,0.55,,,,,,
17,163,0.45,,,,,,
17,165,0.37,,,,,,
17,167,0.48,,,,,,
17,169,0.43,,,,,,
17,171,0.48,,,,,,
17,173,0.44,,,,,,
17,175,0.38,,,,,,
17,177,0.42,,,,,,
17,179,0.45,,,,,,
17,181,0.45,,,,,,
17,183,0.46,,,,,,
17,185,0.42,,,,,,
17,187,0.47,,,,,,
17,189,0.52,,,,,,
17,191,0.43,,,,,,
17,193,0.44,,,,,,
17,195,0.43,,,,,,
17,197,0.45,,,,,,
17,199,0.47,,,,,,
17,201,0.44,,,,,,
17,203,0.48,,,,,,
18,000,0.47,,,,,,
18,001,0.44,,,,,,
18,003,0.46,,,,,,
18,005,0.5,,,,,,
18,007,0.48,,,,,,
18,009,0.41,,,,,,
18,011,0.5,,,,,,
18,013,0.43,,,,,,
18,015,0.42,,,,,,
18,017,0.5,,,,,,
18,019,0.48,,,,,,
18,021,0.39,,,,,,
18,023,0.47,,,,,,
18,025,0.41,,,,,,
18,027,0.43,,,,,,
18,029,0.5,,,,,,
18,031,0.43,,,,,,
18,033,0.42,,,,,,
18,035,0.45,,,,,,
18,037,0.49,,,,,,
18,039,0.42,,,,,,
18,041,0.38,,,,,,
18,043,0.52,,,,,,
18,045,0.46,,,,,,
18,047,0.47,,,,,,
18,049,0.42,,,,,,
18,051,0.56,,,,,,
18,053,0.43,,,,,,
18,055,0.38,,,,,,
18,057,0.55,,,,,,
18,059,0.51,,,,,,
18,061,0.49,,,,,,
18,063,0.52,,,,,,
18,065,0.43,,,,,,
18,067,0.5,,,,,,
18,069,0.46,,,,,,
18,071,0.44,,,,,,
18,073,0.4,,,,,,
18,075,0.5,,,,,,
18,077,0.39,,,,,,
18,079,0.46,,,,,,
18,081,0.5,,,,,,
18,083,0.49,,,,,,
18,085,0.46,,,,,,
18,087,0.37,,,,,,
18,089,0.44,,,,,,
18,091,0.44,,,,,,
18,093,0.47,,,,,,
18,095,0.45,,,,,,
18,097,0.46,,,,,,
18,099,0.4,,,,,,
18,101,0.38,,,,,,
18,103,0.43,,,,,,
18,105,0.48,,,,,,
18,107,0.51,,,,,,
18,109,0.47,,,,,,
18,111,0.41,,,,,,
18,113,0.41,,,,,,
18,115,0.4,,,,,,
18,117,0.38,,,,,,
18,119,0.37,,,,,,
18,121,0.44,,,,,,
18,123,0.48,,,,,,
18,125,0.4,,,,,,
18,127,0.44,,,,,,
18,129,0.55,,,,,,
18,131,0.4,,,,,,
18,133,0.45,,,,,,
18,135,0.46,,,,,,
18,137,0.51,,,,,,
18,139,0.49,,,,,,
18,141,0.45,,,,,,
18,143,0.42,,,,,,
18,145,0.49,,,,,,
18,147,0.5,,,,,,
18,149,0.37,,,,,,
18,151,0.41,,,,,,
18,153,0.41,,,,,,
18,155,0.3,,,,,,
18,157,0.48,,,,,,
18,159,0.48,,,,,,
18,161,0.42,,,,,,
18,163,0.54,,,,,,
18,165,0.44,,,,,,
18,167,0.44,,,,,,
18,169,0.48,,,,,,
18,171,0.4,,,,,,
18,173,0.55,,,,,,
18,175,0.43,,,,,,
18,177,0.45,,,,,,
18,179,0.5,,,,,,
18,181,0.49,,,,,,
18,183,0.47,,,,,,
19,000,0.54,,,,,,
19,001,0.49,,,,,,
19,003,0.6,,,,,,
19,005,0.56,,,,,,
19,007,0.47,,,,,,
19,009,0.5,,,,,,
19,011,0.59,,,,,,
19,013,0.55,,,,,,
19,015,0.54,,,,,,
19,017,0.57,,,,,,
19,019,0.48,,,,,,
19,021,0.52,,,,,,
19,023,0.54,,,,,,
19,025,0.51,,,,,,
19,027,0.6,,,,,,
19,029,0.54,,,,,,
19,031,0.55,,,,,,
19,033,0.6,,,,,,
19,035,0.57,,,,,,
19,037,0.56,,,,,,
19,039,0.48,,,,,,
19,041,0.46,,,,,,
19,043,0.54,,,,,,
19,045,0.49,,,,,,
19,047,0.55,,,,,,
19,049,0.53,,,,,,
19,051,0.57,,,,,,
19,053,0.4,,,,,,
19,055,0.6,,,,,,
19,057,0.51,,,,,,
19,059,0.54,,,,,,
19,061,0.57,,,,,,
19,063,0.53,,,,,,
19,065,0.59,,,,,,
19,067,0.54,,,,,,
19,069,0.52,,,,,,
19,071,0.5,,,,,,
19,073,0.57,,,,,,
19,075,0.62,,,,,,
19,077,0.5,,,,,,
19,079,0.54,,,,,,
19,081,0.58,,,,,,
19,083,0.56,,,,,,
19,085,0.5,,,,,,
19,087,0.51,,,,,,
19,089,0.55,,,,,,
19,091,0.51,,,,,,
19,093,0.48,,,,,,
19,095,0.53,,,,,,
19,097,0.5,,,,,,
19,099,0.5,,,,,,
19,101,0.41,,,,,,
19,103,0.59,,,,,,
19,105,0.61,,,,,,
19,107,0.48,,,,,,
19,109,0.58,,,,,,
19,111,0.45,,,,,,
19,113,0.6,,,,,,
19,115,0.49,,,,,,
19,117,0.51,,,,,,
19,119,0.56,,,,,,
19,121,0.53,,,,,,
19,123,0.5,,,,,,
19,125,0.58,,,,,,
19,127,0.55,,,,,,
19,129,0.5,,,,,,
19,131,0.52,,,,,,
19,133,0.47,,,,,,
19,135,0.38,,,,,,
19,137,0.5,,,,,,
19,139,0.53,,,,,,
19,141,0.51,,,,,,
19,143,0.6,,,,,,
19,145,0.51,,,,,,
19,147,0.51,,,,,,
19,149,0.53,,,,,,
19,151,0.53,,,,,,
19,153,0.54,,,,,,
19,155,0.52,,,,,,
19,157,0.5,,,,,,
19,159,0.58,,,,,,
19,161,0.55,,,,,,
19,163,0.56,,,,,,
19,165,0.56,,,,,,
19,167,0.57,,,,,,
19,169,0.64,,,,,,
19,171,0.53,,,,,,
19,173,0.49,,,,,,
19,175,0.57,,,,,,
19,177,0.42,,,,,,
19,179,0.45,,,,,,
19,181,0.53,,,,,,
19,183,0.52,,,,,,
19,185,0.5,,,,,,
19,187,0.52,,,,,,
19,189,0.56,,,,,,
19,191,0.62,,,,,,
19,193,0.51,,,,,,
19,195,0.59,,,,,,
19,197,0.59,,,,,,
20,000,0.49,,,,,,
20,001,0.4,,,,,,
20,003,0.53,,,,,,
20,005,0.48,,,,,,
20,007,0.38,,,,,,
20,009,0.5,,,,,,
20,011,0.51,,,,,,
20,013,0.51,,,,,,
20,015,0.42,,,,,,
20,017,0.46,,,,,,
20,019,0.27,,,,,,
20,021,0.4,,,,,,
20,023,0.29,,,,,,
20,025,0.38,,,,,,
20,027,0.49,,,,,,
20,029,0.5,,,,,,
20,031,0.44,,,,,,
20,033,0.55,,,,,,
20,035,0.43,,,,,,
20,037,0.46,,,,,,
20,039,0.46,,,,,,
20,041,0.48,,,,,,
20,043,0.5,,,,,,
20,045,0.57,,,,,,
20,047,0.45,,,,,,
20,049,0.36,,,,,,
20,051,0.58,,,,,,
20,053,0.45,,,,,,
20,055,0.38,,,,,,
20,057,0.36,,,,,,
20,059,0.49,,,,,,
20,061,0.35,,,,,,
20,063,0.47,,,,,,
20,065,0.57,,,,,,
20,067,0.29,,,,,,
20,069,0.33,,,,,,
20,071,0.22,,,,,,
20,073,0.44,,,,,,
20,075,0.36,,,,,,
20,077,0.42,,,,,,
20,079,0.49,,,,,,
20,081,0.35,,,,,,
20,083,0.51,,,,,,
20,085,0.55,,,,,,
20,087,0.48,,,,,,
20,089,0.37,,,,,,
20,091,0.55,,,,,,
20,093,0.26,,,,,,
20,095,0.48,,,,,,
20,097,0.41,,,,,,
20,099,0.37,,,,,,
20,101,0.49,,,,,,
20,103,0.44,,,,,,
20,105,0.45,,,,,,
20,107,0.46,,,,,,
20,109,0.46,,,,,,
20,111,0.5,,,,,,
20,113,0.49,,,,,,
20,115,0.46,,,,,,
20,117,0.52,,,,,,
20,119,0.21,,,,,,
20,121,0.48,,,,,,
20,123,0.44,,,,,,
20,125,0.38,,,,,,
20,127,0.52,,,,,,
20,129,0.23,,,,,,
20,131,0.51,,,,,,
20,133,0.49,,,,,,
20,135,0.52,,,,,,
20,137,0.55,,,,,,
20,139,0.5,,,,,,
20,141,0.33,,,,,,
20,143,0.49,,,,,,
20,145,0.35,,,,,,
20,147,0.55,,,,,,
20,149,0.51,,,,,,
20,151,0.5,,,,,,
20,153,0.43,,,,,,
20,155,0.49,,,,,,
