statecode,countycode,v125_rawvalue,v125_numerator,v125_denominator,v125_cilow,v125_cihigh,v125_sourceflag,v125_flag_CT
06,107,20.8,,,,,,
06,109,16.2,,,,,,
06,111,7.9,,,,,,
06,113,15.9,,,,,,
06,115,16.3,,,,,,
08,000,5.65,,,,,,
08,001,9.2,,,,,,
08,003,5.3,,,,,,
08,005,5.9,,,,,,
08,007,5,,,,,,
08,009,5.5,,,,,,
08,011,,,,,,,
08,013,10.2,,,,,,
08,014,9.6,,,,,,
08,015,4.7,,,,,,
08,017,5.9,,,,,,
08,019,5.7,,,,,,
08,021,4.9,,,,,,
08,023,4.7,,,,,,
08,025,,,,,,,
08,027,,,,,,,
08,029,5.8,,,,,,
08,031,10.5,,,,,,
08,033,4.5,,,,,,
08,035,7,,,,,,
08,037,5.4,,,,,,
08,039,7.2,,,,,,
08,041,6,,,,,,
08,043,5.3,,,,,,
08,045,5.4,,,,,,
08,047,,,,,,,
08,049,5.4,,,,,,
08,051,4.8,,,,,,
08,053,4.4,,,,,,
08,055,4.7,,,,,,
08,057,5.6,,,,,,
08,059,9.3,,,,,,
08,061,5.9,,,,,,
08,063,5.9,,,,,,
08,065,4.5,,,,,,
08,067,5.6,,,,,,
08,069,8.2,,,,,,
08,071,5,,,,,,
08,073,6,,,,,,
08,075,6.3,,,,,,
08,077,6.1,,,,,,
08,079,4.3,,,,,,
08,081,5.9,,,,,,
08,083,5.2,,,,,,
08,085,5.5,,,,,,
08,087,7.6,,,,,,
08,089,5.9,,,,,,
08,091,,,,,,,
08,093,5.1,,,,,,
08,095,5.9,,,,,,
08,097,4.7,,,,,,
08,099,6.1,,,,,,
08,101,5.6,,,,,,
08,103,8.3,,,,,,
08,105,5,,,,,,
08,107,6.7,,,,,,
08,109,4.6,,,,,,
08,111,4.5,,,,,,
08,113,4.8,,,,,,
08,115,5.7,,,,,,
08,117,,,,,,,
08,119,5.2,,,,,,
08,121,6.4,,,,,,
08,123,9.9,,,,,,
08,125,6.1,,,,,,
09,000,7.8,,,,,,
09,001,8.1,,,,,,A
09,003,7.8,,,,,,A
09,005,5.7,,,,,,A
09,007,,,,,,,A
09,009,8.2,,,,,,A
09,011,6.9,,,,,,A
09,013,,,,,,,A
09,015,,,,,,,A
09,110,,,,,,,U
09,120,,,,,,,U
09,130,,,,,,,U
09,140,,,,,,,U
09,150,,,,,,,U
09,160,,,,,,,U
09,170,,,,,,,U
09,180,,,,,,,U
09,190,,,,,,,U
10,000,7.3,,,,,,
10,001,7.3,,,,,,
10,003,8.3,,,,,,
10,005,7.2,,,,,,
11,000,7.8,,,,,,
11,001,7.8,,,,,,
12,000,7.9,,,,,,
12,001,7.8,,,,,,
12,003,7.9,,,,,,
12,005,8.3,,,,,,
12,007,8,,,,,,
12,009,7.9,,,,,,
12,011,9.3,,,,,,
12,013,8,,,,,,
12,015,7.9,,,,,,
12,017,8.2,,,,,,
12,019,8.8,,,,,,
12,021,7.6,,,,,,
12,023,8,,,,,,
12,027,7.7,,,,,,
12,029,7.4,,,,,,
12,031,8.3,,,,,,
12,033,9.7,,,,,,
12,035,8.1,,,,,,
12,037,7.5,,,,,,
12,039,8.7,,,,,,
12,041,7.7,,,,,,
12,043,7.3,,,,,,
12,045,7.4,,,,,,
12,047,7.5,,,,,,
12,049,7.9,,,,,,
12,051,7.5,,,,,,
12,053,8.3,,,,,,
12,055,7.8,,,,,,
12,057,8.3,,,,,,
12,059,8.4,,,,,,
12,061,7.8,,,,,,
12,063,8.8,,,,,,
12,065,7.9,,,,,,
12,067,7.4,,,,,,
12,069,8.9,,,,,,
12,071,7.3,,,,,,
12,073,7.5,,,,,,
12,075,8,,,,,,
12,077,7.4,,,,,,
12,079,8.1,,,,,,
12,081,8.5,,,,,,
12,083,8.5,,,,,,
12,085,7.9,,,,,,
12,086,7.8,,,,,,
12,087,7.5,,,,,,
12,089,8.4,,,,,,
12,091,8.9,,,,,,
12,093,7.7,,,,,,
12,095,6.8,,,,,,
12,097,8.9,,,,,,
12,099,7.3,,,,,,
12,101,8.7,,,,,,
12,103,7.9,,,,,,
12,105,8.4,,,,,,
12,107,8.3,,,,,,
12,109,8.7,,,,,,
12,111,7.9,,,,,,
12,113,9.7,,,,,,
12,115,7.9,,,,,,
12,117,7.3,,,,,,
12,119,8.6,,,,,,
12,121,7.8,,,,,,
12,123,7.6,,,,,,
12,125,7.8,,,,,,
12,127,8.1,,,,,,
12,129,7.4,,,,,,
12,131,8.6,,,,,,
12,133,8.4,,,,,,
13,000,8.8,,,,,,
13,001,8.7,,,,,,
13,003,8.5,,,,,,
13,005,8.5,,,,,,
13,007,9.4,,,,,,
13,009,8.6,,,,,,
13,011,8.6,,,,,,
13,013,9.5,,,,,,
13,015,9.1,,,,,,
13,017,9,,,,,,
13,019,9,,,,,,
13,021,8.2,,,,,,
13,023,8.9,,,,,,
13,025,7.8,,,,,,
13,027,9,,,,,,
13,029,9,,,,,,
13,031,9,,,,,,
13,033,9.5,,,,,,
13,035,8.5,,,,,,
13,037,9,,,,,,
13,039,8.1,,,,,,
13,043,8.9,,,,,,
13,045,8.8,,,,,,
13,047,8.5,,,,,,
13,049,7.5,,,,,,
13,051,8.9,,,,,,
13,053,8.8,,,,,,
13,055,8.4,,,,,,
13,057,9.3,,,,,,
13,059,8.4,,,,,,
13,061,8.5,,,,,,
13,063,8.2,,,,,,
13,065,8,,,,,,
13,067,8.2,,,,,,
13,069,6.8,,,,,,
13,071,9.5,,,,,,
13,073,9.7,,,,,,
13,075,9,,,,,,
13,077,8.8,,,,,,
13,079,8.8,,,,,,
13,081,9.3,,,,,,
13,083,7.8,,,,,,
13,085,,,,,,,
13,087,9.3,,,,,,
13,089,9,,,,,,
13,091,9.2,,,,,,
13,093,9.2,,,,,,
13,095,10.3,,,,,,
13,097,9.3,,,,,,
13,099,9.3,,,,,,
13,101,8,,,,,,
13,103,9.1,,,,,,
13,105,8.4,,,,,,
13,107,9.1,,,,,,
13,109,8.8,,,,,,
13,111,6.9,,,,,,
13,113,9,,,,,,
13,115,8.8,,,,,,
13,117,9.5,,,,,,
13,119,8.6,,,,,,
13,121,9.5,,,,,,
13,123,7.2,,,,,,
13,125,8.9,,,,,,
13,127,7.7,,,,,,
13,129,8.6,,,,,,
13,131,9.4,,,,,,
13,133,8.5,,,,,,
13,135,8.3,,,,,,
13,137,7.8,,,,,,
13,139,8.7,,,,,,
13,141,8.5,,,,,,
13,143,8.4,,,,,,
13,145,8.7,,,,,,
13,147,8.6,,,,,,
13,149,8.3,,,,,,
13,151,9.1,,,,,,
13,153,9.5,,,,,,
13,155,8.9,,,,,,
13,157,9.2,,,,,,
13,159,8.5,,,,,,
13,161,8.5,,,,,,
13,163,9.4,,,,,,
13,165,9,,,,,,
13,167,9,,,,,,
13,169,8.6,,,,,,
13,171,8.5,,,,,,
13,173,8.1,,,,,,
13,175,9.3,,,,,,
13,177,9.4,,,,,,
13,179,8.8,,,,,,
13,181,8.5,,,,,,
13,183,8.5,,,,,,
13,185,8.3,,,,,,
13,187,,,,,,,
13,189,9.2,,,,,,
13,191,8.1,,,,,,
13,193,9,,,,,,
13,195,8.8,,,,,,
13,197,8.5,,,,,,
13,199,8.2,,,,,,
13,201,9.3,,,,,,
13,205,9.6,,,,,,
13,207,8.7,,,,,,
13,209,8.9,,,,,,
13,211,8.8,,,,,,
13,213,8.1,,,,,,
13,215,8.4,,,,,,
13,217,9.1,,,,,,
13,219,8.8,,,,,,
13,221,8.3,,,,,,
13,223,9.2,,,,,,
13,225,9.2,,,,,,
13,227,7.9,,,,,,
13,229,8.3,,,,,,
13,231,8.4,,,,,,
13,233,8.6,,,,,,
13,235,9,,,,,,
13,237,8.5,,,,,,
13,239,8.4,,,,,,
13,241,6.6,,,,,,
13,243,8.7,,,,,,
13,245,10.7,,,,,,
13,247,9.3,,,,,,
13,249,8.7,,,,,,
13,251,8.8,,,,,,
13,253,9,,,,,,
13,255,8.7,,,,,,
13,257,7.7,,,,,,
13,259,8.4,,,,,,
13,261,9.2,,,,,,
13,263,8.4,,,,,,
13,265,8.3,,,,,,
13,267,8.9,,,,,,
13,269,8.6,,,,,,
13,271,8.8,,,,,,
13,273,9.1,,,,,,
13,275,9.6,,,,,,
13,277,9.3,,,,,,
13,279,8.9,,,,,,
13,281,6.4,,,,,,
13,283,8.9,,,,,,
13,285,8.7,,,,,,
13,287,9,,,,,,
13,289,8.8,,,,,,
13,291,6.7,,,,,,
13,293,8.5,,,,,,
13,295,8.5,,,,,,
13,297,9.3,,,,,,
13,299,8.4,,,,,,
13,301,8.9,,,,,,
13,303,8.7,,,,,,
13,305,8.5,,,,,,
13,307,8.6,,,,,,
13,309,8.8,,,,,,
13,311,7,,,,,,
13,313,8.6,,,,,,
13,315,9.1,,,,,,
13,317,8.4,,,,,,
13,319,8.8,,,,,,
13,321,9.5,,,,,,
15,000,3.7,,,,,,
15,001,3.5,,,,,,
15,003,3.9,,,,,,
15,005,,,,,,,
15,007,3.3,,,,,,
15,009,3.9,,,,,,
16,000,7.2,,,,,,
16,001,7.8,,,,,,
16,003,8.2,,,,,,
16,005,6.7,,,,,,
16,007,5.5,,,,,,
16,009,10.5,,,,,,
16,011,6.7,,,,,,
16,013,,,,,,,
16,015,,,,,,,
16,017,12.7,,,,,,
16,019,6.6,,,,,,
16,021,9.5,,,,,,
16,023,5.2,,,,,,
16,025,5.3,,,,,,
16,027,10.5,,,,,,
16,029,5.7,,,,,,
16,031,7.2,,,,,,
16,033,4.9,,,,,,
16,035,7.9,,,,,,
16,037,4.9,,,,,,
16,039,7.4,,,,,,
16,041,6.4,,,,,,
16,043,4.9,,,,,,
16,045,9.9,,,,,,
16,047,,,,,,,
16,049,9,,,,,,
16,051,6.4,,,,,,
16,053,7.2,,,,,,
16,055,13,,,,,,
16,057,10.8,,,,,,
16,059,10.8,,,,,,
16,061,9.4,,,,,,
16,063,6.2,,,,,,
16,065,5.9,,,,,,
16,067,7.1,,,,,,
16,069,10.8,,,,,,
16,071,6.2,,,,,,
16,073,9,,,,,,
16,075,10.2,,,,,,
16,077,6.4,,,,,,
16,079,11.1,,,,,,
16,081,,,,,,,
16,083,7.2,,,,,,
16,085,7,,,,,,
16,087,9.4,,,,,,
17,000,8.649999999999999,,,,,,
17,001,8.1,,,,,,
17,003,8.8,,,,,,
17,005,8.6,,,,,,
17,007,9.2,,,,,,
17,009,7.7,,,,,,
17,011,9.1,,,,,,
17,013,8.2,,,,,,
17,015,9.1,,,,,,
17,017,8,,,,,,
17,019,7.6,,,,,,
17,021,8.6,,,,,,
17,023,8.6,,,,,,
17,025,8.6,,,,,,
17,027,8.9,,,,,,
17,029,8.6,,,,,,
17,031,10.8,,,,,,
17,033,8.7,,,,,,
17,035,8.6,,,,,,
17,037,9.6,,,,,,
17,039,8.6,,,,,,
17,041,8.4,,,,,,
17,043,9.2,,,,,,
17,045,8.5,,,,,,
17,047,8.6,,,,,,
17,049,8.8,,,,,,
17,051,8.7,,,,,,
17,053,8.7,,,,,,
17,055,9.1,,,,,,
17,057,8.5,,,,,,
17,059,8.5,,,,,,
17,061,7.8,,,,,,
17,063,9.4,,,,,,
17,065,8.8,,,,,,
17,067,8.3,,,,,,
17,069,8.3,,,,,,
17,071,8.3,,,,,,
17,073,8.9,,,,,,
17,075,8.9,,,,,,
17,077,9,,,,,,
17,079,8.6,,,,,,
17,081,9,,,,,,
17,083,7.5,,,,,,
17,085,9.1,,,,,,
17,087,8.7,,,,,,
17,089,8.8,,,,,,
17,091,9.3,,,,,,
17,093,9.5,,,,,,
17,095,8.6,,,,,,
17,097,9.1,,,,,,
17,099,9.6,,,,,,
17,101,8.6,,,,,,
17,103,9.3,,,,,,
17,105,9,,,,,,
17,107,8.5,,,,,,
17,109,8.3,,,,,,
17,111,8.2,,,,,,
17,113,8.9,,,,,,
17,115,8.6,,,,,,
17,117,8.6,,,,,,
17,119,10.9,,,,,,
17,121,8.9,,,,,,
17,123,8.9,,,,,,
17,125,8.3,,,,,,
17,127,8.7,,,,,,
17,129,8.1,,,,,,
17,131,8.5,,,,,,
17,133,8.4,,,,,,
17,135,8.5,,,,,,
17,137,8,,,,,,
17,139,8.6,,,,,,
17,141,9.4,,,,,,
17,143,8.2,,,,,,
17,145,8.8,,,,,,
17,147,8.5,,,,,,
17,149,7.9,,,,,,
17,151,8.6,,,,,,
17,153,8.6,,,,,,
17,155,8.9,,,,,,
17,157,8.3,,,,,,
17,159,8.6,,,,,,
17,161,8.1,,,,,,
17,163,9.5,,,,,,
17,165,8.8,,,,,,
17,167,7.6,,,,,,
17,169,7.9,,,,,,
17,171,7.7,,,,,,
17,173,8.7,,,,,,
17,175,8.6,,,,,,
17,177,9.2,,,,,,
17,179,9,,,,,,
17,181,8.8,,,,,,
17,183,8.8,,,,,,
17,185,8.5,,,,,,
17,187,8.4,,,,,,
17,189,8.8,,,,,,
17,191,8.8,,,,,,
17,193,8.7,,,,,,
17,195,9.1,,,,,,
17,197,9.8,,,,,,
17,199,9,,,,,,
17,201,9.1,,,,,,
17,203,9,,,,,,
18,000,8.55,,,,,,
18,001,8.1,,,,,,
18,003,8.4,,,,,,
18,005,6.7,,,,,,
18,007,8.7,,,,,,
18,009,8,,,,,,
18,011,9.7,,,,,,
18,013,8.3,,,,,,
18,015,8.8,,,,,,
18,017,8.5,,,,,,
18,019,9.8,,,,,,
18,021,8.6,,,,,,
18,023,8.9,,,,,,
18,025,8.6,,,,,,
18,027,8.7,,,,,,
18,029,9.2,,,,,,
18,031,8.4,,,,,,
18,033,8.2,,,,,,
18,035,8,,,,,,
18,037,8.4,,,,,,
18,039,8.2,,,,,,
18,041,8.4,,,,,,
18,043,9.6,,,,,,
18,045,8.8,,,,,,
18,047,8.8,,,,,,
18,049,8.4,,,,,,
18,051,8.6,,,,,,
18,053,8.2,,,,,,
18,055,7.5,,,,,,
18,057,9.4,,,,,,
18,059,9,,,,,,
18,061,9.1,,,,,,
18,063,9.9,,,,,,
18,065,7.3,,,,,,
18,067,6.7,,,,,,
18,069,8.3,,,,,,
18,071,8.4,,,,,,
18,073,8.9,,,,,,
18,075,8.1,,,,,,
18,077,8.6,,,,,,
18,079,8.4,,,,,,
18,081,9.6,,,,,,
18,083,8.7,,,,,,
18,085,8.6,,,,,,
18,087,8.3,,,,,,
18,089,9.8,,,,,,
18,091,8.1,,,,,,
18,093,8.3,,,,,,
18,095,8.3,,,,,,
18,097,11.1,,,,,,
18,099,8.7,,,,,,
18,101,8.4,,,,,,
18,103,8.2,,,,,,
18,105,7.7,,,,,,
18,107,9,,,,,,
18,109,9.5,,,,,,
18,111,8.8,,,,,,
18,113,8.5,,,,,,
18,115,8.8,,,,,,
18,117,8.5,,,,,,
18,119,8.5,,,,,,
18,121,8.5,,,,,,
18,123,8.7,,,,,,
18,125,8.6,,,,,,
18,127,7.5,,,,,,
18,129,8.7,,,,,,
18,131,8.5,,,,,,
18,133,8.9,,,,,,
18,135,8.2,,,,,,
18,137,8.6,,,,,,
18,139,8.4,,,,,,
18,141,9.6,,,,,,
18,143,8.6,,,,,,
18,145,8.9,,,,,,
18,147,8,,,,,,
18,149,8.5,,,,,,
18,151,8.1,,,,,,
18,153,8.5,,,,,,
18,155,8.7,,,,,,
18,157,9.4,,,,,,
18,159,8.3,,,,,,
18,161,8.5,,,,,,
18,163,9.1,,,,,,
18,165,8.7,,,,,,
18,167,8.6,,,,,,
18,169,8.3,,,,,,
18,171,8.4,,,,,,
18,173,8.7,,,,,,
18,175,8.6,,,,,,
18,177,8.5,,,,,,
18,179,8.2,,,,,,
18,181,9,,,,,,
18,183,9.8,,,,,,
19,000,7.4,,,,,,
19,001,7,,,,,,
19,003,7,,,,,,
19,005,7.8,,,,,,
19,007,7.4,,,,,,
19,009,7,,,,,,
19,011,8.4,,,,,,
19,013,7.9,,,,,,
19,015,7.5,,,,,,
19,017,7.8,,,,,,
19,019,8.3,,,,,,
19,021,7.1,,,,,,
19,023,7.5,,,,,,
19,025,7.2,,,,,,
19,027,7.2,,,,,,
19,029,7.1,,,,,,
19,031,8.9,,,,,,
19,033,7.1,,,,,,
19,035,7,,,,,,
19,037,7.4,,,,,,
19,039,7.1,,,,,,
19,041,6.8,,,,,,
19,043,8.3,,,,,,
19,045,8.5,,,,,,
19,047,7.1,,,,,,
19,049,7.6,,,,,,
19,051,7.5,,,,,,
19,053,7.1,,,,,,
19,055,8.6,,,,,,
19,057,8.4,,,,,,
19,059,6.6,,,,,,
19,061,9,,,,,,
19,063,6.7,,,,,,
19,065,8,,,,,,
19,067,7.2,,,,,,
19,069,7.2,,,,,,
19,071,7.4,,,,,,
19,073,7.2,,,,,,
19,075,7.7,,,,,,
19,077,7.1,,,,,,
19,079,7.4,,,,,,
19,081,6.9,,,,,,
19,083,7.5,,,,,,
19,085,7.3,,,,,,
19,087,8.3,,,,,,
19,089,7.1,,,,,,
19,091,7,,,,,,
19,093,7,,,,,,
19,095,8.4,,,,,,
19,097,8.9,,,,,,
19,099,7.7,,,,,,
19,101,8,,,,,,
19,103,9.5,,,,,,
19,105,8.8,,,,,,
19,107,8.1,,,,,,
19,109,6.9,,,,,,
19,111,7.8,,,,,,
19,113,9.6,,,,,,
19,115,8.4,,,,,,
19,117,7.2,,,,,,
19,119,6.6,,,,,,
19,121,7.1,,,,,,
19,123,7.8,,,,,,
19,125,7.6,,,,,,
19,127,7.7,,,,,,
19,129,7.5,,,,,,
19,131,6.9,,,,,,
19,133,7.1,,,,,,
19,135,7.5,,,,,,
19,137,6.7,,,,,,
19,139,8,,,,,,
19,141,6.8,,,,,,
19,143,6.5,,,,,,
19,145,7.4,,,,,,
19,147,7.1,,,,,,
19,149,7.1,,,,,,
19,151,7,,,,,,
19,153,8,,,,,,
19,155,8.3,,,,,,
19,157,7.9,,,,,,
19,159,7.1,,,,,,
19,161,7.2,,,,,,
19,163,9.2,,,,,,
19,165,7.1,,,,,,
19,167,6.9,,,,,,
19,169,7.7,,,,,,
19,171,7.8,,,,,,
19,173,7.2,,,,,,
19,175,7.2,,,,,,
19,177,6.8,,,,,,
19,179,7.8,,,,,,
19,181,7.5,,,,,,
19,183,8.5,,,,,,
19,185,7.2,,,,,,
19,187,7.3,,,,,,
19,189,6.7,,,,,,
19,191,7.6,,,,,,
19,193,7.6,,,,,,
19,195,6.7,,,,,,
19,197,7.2,,,,,,
20,000,7.300000000000001,,,,,,
20,001,8.5,,,,,,
20,003,8.2,,,,,,
20,005,8.3,,,,,,
20,007,7.4,,,,,,
20,009,6.8,,,,,,
20,011,8.1,,,,,,
20,013,7.9,,,,,,
20,015,8.5,,,,,,
20,017,8,,,,,,
20,019,8.5,,,,,,
20,021,9.3,,,,,,
20,023,5.8,,,,,,
20,025,6.6,,,,,,
20,027,7.2,,,,,,
20,029,6.9,,,,,,
20,031,8.5,,,,,,
20,033,6.9,,,,,,
20,035,9,,,,,,
20,037,8.7,,,,,,
20,039,,,,,,,
20,041,7.8,,,,,,
20,043,8,,,,,,
20,045,8.9,,,,,,
20,047,6.6,,,,,,
20,049,8.4,,,,,,
20,051,6.3,,,,,,
20,053,6.9,,,,,,
20,055,6.7,,,,,,
20,057,6.7,,,,,,
20,059,8.3,,,,,,
20,061,8,,,,,,
20,063,,,,,,,
20,065,,,,,,,
20,067,6.6,,,,,,
20,069,6.7,,,,,,
20,071,6,,,,,,
20,073,8.5,,,,,,
20,075,6.1,,,,,,
20,077,8.1,,,,,,
20,079,7.8,,,,,,
20,081,6.7,,,,,,
20,083,6.3,,,,,,
20,085,8.3,,,,,,
20,087,8.7,,,,,,
20,089,,,,,,,
20,091,8.2,,,,,,
20,093,6.4,,,,,,
20,095,7.7,,,,,,
20,097,6.7,,,,,,
20,099,9.1,,,,,,
20,101,6.1,,,,,,
20,103,8.9,,,,,,
20,105,6.6,,,,,,
20,107,7.6,,,,,,
20,109,6,,,,,,
20,111,8.6,,,,,,
20,113,7.6,,,,,,
20,115,7.9,,,,,,
20,117,7.7,,,,,,
20,119,6.6,,,,,,
20,121,8.1,,,,,,
20,123,6.6,,,,,,
20,125,9.1,,,,,,
20,127,8.1,,,,,,
20,129,5.9,,,,,,
20,131,7.9,,,,,,
20,133,8.7,,,,,,
20,135,,,,,,,
20,137,5.9,,,,,,
20,139,8.8,,,,,,
20,141,6.2,,,,,,
20,143,7.1,,,,,,
20,145,6.5,,,,,,
20,147,6.1,,,,,,
20,149,8.5,,,,,,
20,151,7,,,,,,
20,153,5.8,,,,,,
20,155,7.7,,,,,,
20,157,6.7,,,,,,
20,159,7,,,,,,
20,161,8.3,,,,,,
20,163,6.1,,,,,,
20,165,,,,,,,
20,167,6.5,,,,,,
20,169,7.5,,,,,,
20,171,6.3,,,,,,
20,173,6.7,,,,,,
20,175,6.7,,,,,,
20,177,9.6,,,,,,
20,179,,,,,,,
20,181,6,,,,,,
20,183,6.1,,,,,,
20,185,6.9,,,,,,
20,187,6,,,,,,
20,189,6.4,,,,,,
20,191,8.9,,,,,,
20,193,5.9,,,,,,
