statecode,countycode,v045_numerator,v045_rawvalue,v045_denominator,v045_cilow,v045_cihigh,v045_sourceflag,v045_flag_CT
05,097,15,175.3,,,,,
05,099,57,696.7,,,,,
05,101,10,141.3,,,,,
05,103,221,1002.3,,,,,
05,105,20,198.7,,,,,
05,107,238,1555.1,,,,,
05,109,18,176.8,,,,,
05,111,146,649,,,,,
05,113,47,243.1,,,,,
05,115,230,359,,,,,
05,117,38,470.9,,,,,
05,119,3871,969.8,,,,,
05,121,66,350.4,,,,,
05,123,248,1104.6,,,,,
05,125,463,363.5,,,,,
05,127,31,316.2,,,,,
05,129,11,138.9,,,,,
05,131,671,519.9,,,,,
05,133,59,376.1,,,,,
05,135,38,213.4,,,,,
05,137,22,175,,,,,
05,139,278,736.4,,,,,
05,141,16,99.4,,,,,
05,143,1630,636.6,,,,,
05,145,311,400,,,,,
05,147,15,248,,,,,
05,149,68,337.8,,,,,
06,000,192647,493.6,,,,,
06,001,7614,467.4,,,,,
06,003,,,,,,,
06,005,66,159.4,,,,,
06,007,1045,504.1,,,,,
06,009,67,143.9,,,,,
06,011,79,360.5,,,,,
06,013,4918,425.1,,,,,
06,015,79,291.7,,,,,
06,017,334,173.4,,,,,
06,019,6336,624.1,,,,,
06,021,96,338.8,,,,,
06,023,469,347.4,,,,,
06,025,790,442,,,,,
06,027,49,261.8,,,,,
06,029,5802,633.3,,,,,
06,031,1031,673.9,,,,,
06,033,265,388.6,,,,,
06,035,41,137.1,,,,,
06,037,57209,588.5,,,,,
06,039,934,582.8,,,,,
06,041,695,271.5,,,,,
06,043,34,199.8,,,,,
06,045,336,374.2,,,,,
06,047,1328,457.9,,,,,
06,049,9,105.7,,,,,
06,051,28,215.7,,,,,
06,053,2216,511.9,,,,,
06,055,507,377.5,,,,,
06,057,180,176,,,,,
06,059,11373,360.9,,,,,
06,061,946,226.4,,,,,
06,063,17,87.9,,,,,
06,065,11868,479.7,,,,,
06,067,8196,517.4,,,,,
06,069,150,222,,,,,
06,071,12229,557.5,,,,,
06,073,18102,552.5,,,,,
06,075,6475,800.9,,,,,
06,077,4174,526.2,,,,,
06,079,818,290.1,,,,,
06,081,2499,342.7,,,,,
06,083,1749,394.1,,,,,
06,085,5769,308.3,,,,,
06,087,1012,382.8,,,,,
06,089,498,275.2,,,,,
06,091,,,,,,,
06,093,102,233.6,,,,,
06,095,2164,482.2,,,,,
06,097,1793,371.5,,,,,
06,099,2264,410.7,,,,,
06,101,275,279.2,,,,,
06,103,213,326.5,,,,,
06,105,20,126.7,,,,,
06,107,2917,610.8,,,,,
06,109,112,205.4,,,,,
06,111,3010,361.5,,,,,
06,113,1010,454.7,,,,,
06,115,330,391.4,,,,,
08,000,26646,456.3,,,,,
08,001,3122,591.8,,,,,
08,003,94,566.5,,,,,
08,005,3550,541.3,,,,,
08,007,22,157.1,,,,,
08,009,4,116.6,,,,,
08,011,16,296.4,,,,,
08,013,1054,321.9,,,,,
08,014,200,262.7,,,,,
08,015,21,103.8,,,,,
08,017,,,,,,,
08,019,17,181.7,,,,,
08,021,13,171.5,,,,,
08,023,8,222,,,,,
08,025,12,213.8,,,,,
08,027,4,75,,,,,
08,029,67,212,,,,,
08,031,6405,898,,,,,
08,033,6,244.4,,,,,
08,035,705,187.5,,,,,
08,037,175,316.5,,,,,
08,039,48,172.7,,,,,
08,041,3589,484.6,,,,,
08,043,108,217.6,,,,,
08,045,226,362.9,,,,,
08,047,9,152.8,,,,,
08,049,42,266.3,,,,,
08,051,49,283.8,,,,,
08,053,,,,,,,
08,055,11,155.3,,,,,
08,057,0,0,,,,,
08,059,1727,299.8,,,,,
08,061,,,,,,,
08,063,19,272.9,,,,,
08,065,38,518.6,,,,,
08,067,175,309.1,,,,,
08,069,1199,326.9,,,,,
08,071,48,335,,,,,
08,073,7,127,,,,,
08,075,67,321.8,,,,,
08,077,568,358.1,,,,,
08,079,,,,,,,
08,081,41,311.1,,,,,
08,083,96,362.7,,,,,
08,085,117,267.1,,,,,
08,087,127,434.4,,,,,
08,089,73,398.8,,,,,
08,091,5,98,,,,,
08,093,23,128.2,,,,,
08,095,12,269.7,,,,,
08,097,44,260.7,,,,,
08,099,52,438.7,,,,,
08,101,990,583.9,,,,,
08,103,5,76.1,,,,,
08,105,44,388.5,,,,,
08,107,41,164,,,,,
08,109,26,392.6,,,,,
08,111,10,1245.3,,,,,
08,113,13,162.4,,,,,
08,115,0,0,,,,,
08,117,124,405.7,,,,,
08,119,27,108.6,,,,,
08,121,6,124.7,,,,,
08,123,1312,374.7,,,,,
08,125,25,252.6,,,,,
09,000,12738,351.3,,,,,
09,001,,,,,,,U
09,003,,,,,,,U
09,005,,,,,,,U
09,007,,,,,,,U
09,009,,,,,,,U
09,011,,,,,,,U
09,013,,,,,,,U
09,015,,,,,,,U
09,110,,,,,,,U
09,120,,,,,,,U
09,130,,,,,,,U
09,140,,,,,,,U
09,150,,,,,,,U
09,160,,,,,,,U
09,170,,,,,,,U
09,180,,,,,,,U
09,190,,,,,,,U
10,000,5177,508.3,,,,,
10,001,1159,620,,,,,
10,003,3126,543.2,,,,,
10,005,892,348.5,,,,,
11,000,8141,1211.8,,,,,
11,001,8141,1211.8,,,,,
12,000,106873,480.4,,,,,
12,001,2625,924.2,,,,,
12,003,170,611.4,,,,,
12,005,873,471.6,,,,,
12,007,125,457.7,,,,,
12,009,1880,298.1,,,,,
12,011,11525,591.9,,,,,
12,013,56,415.9,,,,,
12,015,326,160.9,,,,,
12,017,303,186.4,,,,,
12,019,803,354.4,,,,,
12,021,1168,293.5,,,,,
12,023,442,614.7,,,,,
12,027,123,348.3,,,,,
12,029,59,344.5,,,,,
12,031,8047,791.6,,,,,
12,033,2095,644.9,,,,,
12,035,264,208.4,,,,,
12,037,42,336.1,,,,,
12,039,430,990.7,,,,,
12,041,75,394.9,,,,,
12,043,36,289.1,,,,,
12,045,47,306.9,,,,,
12,047,128,968.4,,,,,
12,049,107,417.2,,,,,
12,051,218,527.3,,,,,
12,053,529,255.7,,,,,
12,055,316,299.2,,,,,
12,057,8794,581.1,,,,,
12,059,87,442.7,,,,,
12,061,457,273.1,,,,,
12,063,293,607.7,,,,,
12,065,60,398.9,,,,,
12,067,23,295.4,,,,,
12,069,1063,259.2,,,,,
12,071,3140,381.8,,,,,
12,073,3388,1139.3,,,,,
12,075,202,446.3,,,,,
12,077,39,513,,,,,
12,079,125,686.9,,,,,
12,081,1590,370.5,,,,,
12,083,1531,386.2,,,,,
12,085,308,190.1,,,,,
12,086,14240,532.6,,,,,
12,087,218,266.8,,,,,
12,089,210,214.5,,,,,
12,091,1019,470.7,,,,,
12,093,146,361.3,,,,,
12,095,10406,716.3,,,,,
12,097,1842,435.9,,,,,
12,099,6607,435.1,,,,,
12,101,1592,261.5,,,,,
12,103,4054,421.5,,,,,
12,105,3762,477.8,,,,,
12,107,415,555.3,,,,,
12,109,574,187.1,,,,,
12,111,1250,348.5,,,,,
12,113,501,252.7,,,,,
12,115,1080,233.6,,,,,
12,117,1742,363.8,,,,,
12,119,214,147.6,,,,,
12,121,200,440.4,,,,,
12,123,123,577.9,,,,,
12,125,80,517.5,,,,,
12,127,2061,355.8,,,,,
12,129,147,417.9,,,,,
12,131,311,373.3,,,,,
12,133,167,657.1,,,,,
13,000,72662,665.8,,,,,
13,001,96,520.9,,,,,
13,003,44,537.7,,,,,
13,005,37,330.6,,,,,
13,007,10,358.7,,,,,
13,009,366,838.8,,,,,
13,011,45,232.8,,,,,
13,013,393,440.1,,,,,
13,015,413,366.1,,,,,
13,017,115,673.7,,,,,
13,019,103,565.5,,,,,
13,021,1988,1272.8,,,,,
13,023,63,514,,,,,
13,025,63,346.5,,,,,
13,027,80,492.2,,,,,
13,029,207,429.2,,,,,
13,031,773,930.7,,,,,
13,033,169,693,,,,,
13,035,114,427.8,,,,,
13,037,39,713.1,,,,,
13,039,193,338.5,,,,,
13,043,68,618.2,,,,,
13,045,619,496.8,,,,,
13,047,184,267.3,,,,,
13,049,49,383.4,,,,,
13,051,2837,942.2,,,,,
13,053,42,476.2,,,,,
13,055,76,304.8,,,,,
13,057,753,267.7,,,,,
13,059,1128,868.5,,,,,
13,061,37,1300.5,,,,,
13,063,2955,996.4,,,,,
13,065,44,660.5,,,,,
13,067,4437,574.8,,,,,
13,069,190,440.1,,,,,
13,071,226,493.9,,,,,
13,073,630,387.9,,,,,
13,075,128,735.5,,,,,
13,077,539,352.6,,,,,
13,079,52,428.3,,,,,
13,081,209,1060.5,,,,,
13,083,39,242.5,,,,,
13,085,78,258.8,,,,,
13,087,280,966.1,,,,,
13,089,6578,862.3,,,,,
13,091,125,631.2,,,,,
13,093,66,624.3,,,,,
13,095,1116,1345.1,,,,,
13,097,1096,744,,,,,
13,099,119,1125.4,,,,,
13,101,18,488.3,,,,,
13,103,278,402.7,,,,,
13,105,93,469.4,,,,,
13,107,215,937.7,,,,,
13,109,86,804.1,,,,,
13,111,38,147.6,,,,,
13,113,393,322.1,,,,,
13,115,561,564.1,,,,,
13,117,518,193.8,,,,,
13,119,85,352.3,,,,,
13,121,10909,1015.1,,,,,
13,123,50,154.3,,,,,
13,125,9,306.2,,,,,
13,127,526,618.2,,,,,
13,129,208,352.8,,,,,
13,131,178,684.4,,,,,
13,133,95,471.7,,,,,
13,135,5385,552.1,,,,,
13,137,162,341.2,,,,,
13,139,942,442.9,,,,,
13,141,76,906.2,,,,,
13,143,94,300,,,,,
13,145,143,394.2,,,,,
13,147,83,308.4,,,,,
13,149,35,298.5,,,,,
13,151,1661,668.8,,,,,
13,153,1227,723.3,,,,,
13,155,45,493.1,,,,,
13,157,241,287.1,,,,,
13,159,67,420,,,,,
13,161,73,490.3,,,,,
13,163,138,901.1,,,,,
13,165,39,448.8,,,,,
13,167,49,530.2,,,,,
13,169,109,382.8,,,,,
13,171,79,405.8,,,,,
13,173,51,501.4,,,,,
13,175,403,811.5,,,,,
13,177,156,463.7,,,,,
13,179,553,812.9,,,,,
13,181,21,267.8,,,,,
13,183,76,414.2,,,,,
13,185,1207,1008,,,,,
13,187,90,258.7,,,,,
13,189,197,907.3,,,,,
13,191,69,617.2,,,,,
13,193,115,977.5,,,,,
13,195,136,432.1,,,,,
13,197,36,483.3,,,,,
13,199,101,484.5,,,,,
13,201,39,671.6,,,,,
13,205,177,838.2,,,,,
13,207,76,258.3,,,,,
13,209,51,589.3,,,,,
13,211,77,366.1,,,,,
13,213,118,291.6,,,,,
13,215,1931,953,,,,,
13,217,890,756.7,,,,,
13,219,71,162.9,,,,,
13,221,58,374.9,,,,,
13,223,606,339.6,,,,,
13,225,253,885.8,,,,,
13,227,37,106.2,,,,,
13,229,84,416.5,,,,,
13,231,52,260.1,,,,,
13,233,197,450.7,,,,,
13,235,75,751.2,,,,,
13,237,138,600.4,,,,,
13,239,11,489.1,,,,,
13,241,37,215,,,,,
13,243,42,686.7,,,,,
13,245,2361,1142.6,,,,,
13,247,801,843.3,,,,,
13,249,18,400.4,,,,,
13,251,98,701.2,,,,,
13,253,52,569.7,,,,,
13,255,458,664.5,,,,,
13,257,81,302.6,,,,,
13,259,23,494.8,,,,,
13,261,306,1059.7,,,,,
13,263,24,417.6,,,,,
13,265,10,625,,,,,
13,267,123,511.1,,,,,
13,269,39,504.1,,,,,
13,271,52,420.9,,,,,
13,273,83,948.1,,,,,
13,275,339,744.1,,,,,
13,277,289,697.9,,,,,
13,279,228,849.6,,,,,
13,281,20,154.2,,,,,
13,283,29,455.6,,,,,
13,285,540,769.3,,,,,
13,287,75,848.2,,,,,
13,289,25,325.5,,,,,
13,291,23,87.2,,,,,
13,293,150,534.1,,,,,
13,295,153,222,,,,,
13,297,278,269.7,,,,,
13,299,322,904.1,,,,,
13,301,50,969.9,,,,,
13,303,149,754.9,,,,,
13,305,157,508.2,,,,,
13,307,11,472.5,,,,,
13,309,24,328.1,,,,,
13,311,50,173.6,,,,,
13,313,471,456.7,,,,,
13,315,37,422.3,,,,,
13,317,69,718.8,,,,,
13,319,52,599,,,,,
13,321,91,445.6,,,,,
15,000,5530,384,,,,,
15,001,623,302,,,,,
15,003,4173,419.1,,,,,
15,005,,,,,,,
15,007,192,260.1,,,,,
15,009,530,322.5,,,,,
16,000,5976,308.2,,,,,
16,001,2093,403.3,,,,,
16,003,7,145.3,,,,,
16,005,245,273.7,,,,,
16,007,4,59.5,,,,,
16,009,30,289.3,,,,,
16,011,82,164.3,,,,,
16,013,38,152.8,,,,,
16,015,10,120,,,,,
16,017,67,130.3,,,,,
16,019,350,270.3,,,,,
16,021,12,89.9,,,,,
16,023,6,223.5,,,,,
16,025,0,0,,,,,
16,027,983,391.5,,,,,
16,029,14,194.7,,,,,
16,031,88,343,,,,,
16,033,0,0,,,,,
16,035,19,210.8,,,,,
16,037,,,,,,,
16,039,135,459.1,,,,,
16,041,12,79,,,,,
16,043,13,93,,,,,
16,045,23,112.6,,,,,
16,047,47,299.1,,,,,
16,049,22,125,,,,,
16,051,62,185.5,,,,,
16,053,122,482,,,,,
16,055,419,228.2,,,,,
16,057,134,327,,,,,
16,059,10,121.4,,,,,
16,061,12,318.9,,,,,
16,063,15,281.5,,,,,
16,065,60,109.1,,,,,
16,067,73,328.9,,,,,
16,069,148,344.2,,,,,
16,071,4,84.9,,,,,
16,073,25,198.2,,,,,
16,075,53,196.6,,,,,
16,077,20,247.9,,,,,
16,079,32,228.4,,,,,
16,081,27,215.2,,,,,
16,083,404,431.2,,,,,
16,085,30,240.7,,,,,
16,087,24,216.5,,,,,
17,000,71564,568.8,,,,,
17,001,309,477.4,,,,,
17,003,36,741,,,,,
17,005,55,332,,,,,
17,007,162,304.8,,,,,
17,009,,,,,,,
17,011,58,176.7,,,,,
17,013,,,,,,,
17,015,24,154.5,,,,,
17,017,71,561,,,,,
17,019,1467,710.3,,,,,
17,021,74,221.3,,,,,
17,023,37,243,,,,,
17,025,38,291.3,,,,,
17,027,70,189.7,,,,,
17,029,317,684.2,,,,,
17,031,39576,774.6,,,,,
17,033,70,377.6,,,,,
17,035,12,116.2,,,,,
17,037,591,589.6,,,,,
17,039,22,143.7,,,,,
17,041,63,318.9,,,,,
17,043,2427,263.5,,,,,
17,045,68,413.8,,,,,
17,047,10,164.7,,,,,
17,049,93,270.9,,,,,
17,051,54,253.5,,,,,
17,053,29,218.9,,,,,
17,055,159,426.9,,,,,
17,057,69,209,,,,,
17,059,6,123.6,,,,,
17,061,29,248.9,,,,,
17,063,134,252.6,,,,,
17,065,14,175.4,,,,,
17,067,47,272.6,,,,,
17,069,,,,,,,
17,071,15,243.9,,,,,
17,073,129,266.4,,,,,
17,075,71,268.2,,,,,
17,077,569,1081.4,,,,,
17,079,18,195.4,,,,,
17,081,128,351.6,,,,,
17,083,59,277.7,,,,,
17,085,47,216,,,,,
17,087,20,149.5,,,,,
17,089,2054,399.5,,,,,
17,091,581,547.7,,,,,
17,093,464,338.1,,,,,
17,095,202,415.3,,,,,
17,097,3070,432.9,,,,,
17,099,281,260,,,,,
17,101,34,228,,,,,
17,103,69,203.9,,,,,
17,105,62,174.5,,,,,
17,107,158,572.7,,,,,
17,109,172,640.3,,,,,
17,111,644,206.6,,,,,
17,113,1041,608.3,,,,,
17,115,946,932.2,,,,,
17,117,129,291.6,,,,,
17,119,1214,460.1,,,,,
17,121,163,441.6,,,,,
17,123,17,145.6,,,,,
17,125,40,313.8,,,,,
17,127,41,295,,,,,
17,129,25,206.3,,,,,
17,131,34,219.3,,,,,
17,133,63,179.8,,,,,
17,135,69,246.3,,,,,
17,137,136,422.2,,,,,
17,139,25,174.5,,,,,
17,141,107,208.4,,,,,
17,143,1544,865.6,,,,,
17,145,74,359.4,,,,,
17,147,27,161.5,,,,,
17,149,32,220.9,,,,,
17,151,8,212.2,,,,,
17,153,29,581,,,,,
17,155,5,89.7,,,,,
17,157,101,335.9,,,,,
17,159,52,336.9,,,,,
17,161,805,568.8,,,,,
17,163,2004,793.1,,,,,
17,165,104,450.5,,,,,
17,167,1343,690.4,,,,,
17,169,21,311.3,,,,,
17,171,14,292.3,,,,,
17,173,42,202.3,,,,,
17,175,5,93.5,,,,,
17,177,236,540.9,,,,,
17,179,413,317.9,,,,,
17,181,38,226.6,,,,,
17,183,555,767.2,,,,,
17,185,19,171.4,,,,,
17,187,37,226.2,,,,,
17,189,31,227.2,,,,,
17,191,58,365.4,,,,,
17,193,13,95.5,,,,,
17,195,150,274.4,,,,,
17,197,2455,352.3,,,,,
17,199,300,449.8,,,,,
17,201,1886,668.3,,,,,
17,203,67,175.7,,,,,
18,000,33834,495.2,,,,,
18,001,66,183,,,,,
18,003,2285,583.7,,,,,
18,005,269,322,,,,,
18,007,32,367,,,,,
18,009,34,285.3,,,,,
18,011,137,184.7,,,,,
18,013,22,141.3,,,,,
18,015,60,291.9,,,,,
18,017,156,415.6,,,,,
18,019,506,407.3,,,,,
18,021,92,348.8,,,,,
18,023,121,368.4,,,,,
18,025,14,132.9,,,,,
18,027,81,242.4,,,,,
18,029,91,177.9,,,,,
18,031,89,336.9,,,,,
18,033,110,251.5,,,,,
18,035,710,633.8,,,,,
18,037,97,222.3,,,,,
18,039,1006,486.2,,,,,
18,041,68,291.2,,,,,
18,043,263,325.8,,,,,
18,045,57,343.9,,,,,
18,047,23,99.9,,,,,
18,049,38,186.9,,,,,
18,051,101,306.1,,,,,
18,053,312,472.6,,,,,
18,055,78,251.6,,,,,
18,057,866,237.3,,,,,
18,059,192,231.1,,,,,
18,061,74,185.7,,,,,
18,063,478,261.9,,,,,
18,065,169,345.5,,,,,
18,067,431,515.7,,,,,
18,069,81,219.9,,,,,
18,071,182,393.1,,,,,
18,073,73,219.3,,,,,
18,075,56,277.3,,,,,
18,077,98,297.5,,,,,
18,079,70,254.2,,,,,
18,081,534,322.1,,,,,
18,083,145,405.2,,,,,
18,085,209,258.6,,,,,
18,087,47,115,,,,,
18,089,3101,620.6,,,,,
18,091,348,311.6,,,,,
18,093,102,225.6,,,,,
18,095,756,573.8,,,,,
18,097,10394,1072.1,,,,,
18,099,101,218,,,,,
18,101,11,112.2,,,,,
18,103,96,269.1,,,,,
18,105,728,520.9,,,,,
18,107,156,407.6,,,,,
18,109,192,265.8,,,,,
18,111,22,159.2,,,,,
18,113,142,299.8,,,,,
18,115,9,147.2,,,,,
18,117,50,254.8,,,,,
18,119,35,162.9,,,,,
18,121,66,403.2,,,,,
18,123,29,151.2,,,,,
18,125,12,98.6,,,,,
18,127,430,246,,,,,
18,129,64,255.4,,,,,
18,131,30,240.3,,,,,
18,133,99,265.4,,,,,
18,135,53,216.9,,,,,
18,137,57,196,,,,,
18,139,32,191.9,,,,,
18,141,1754,644.3,,,,,
18,143,60,244,,,,,
18,145,114,253.4,,,,,
18,147,30,150.2,,,,,
18,149,23,98.9,,,,,
18,151,77,221.7,,,,,
18,153,53,256.4,,,,,
18,155,17,169.9,,,,,
18,157,996,527.8,,,,,
18,159,31,201.8,,,,,
18,161,6,86.3,,,,,
18,163,1343,747.2,,,,,
18,165,44,284.8,,,,,
18,167,678,639.6,,,,,
18,169,84,272.5,,,,,
18,171,7,82.7,,,,,
18,173,176,270,,,,,
18,175,48,170.1,,,,,
18,177,325,490.4,,,,,
18,179,60,211.8,,,,,
18,181,82,333.4,,,,,
18,183,86,248.4,,,,,
19,000,14634,457.2,,,,,
19,001,14,186.8,,,,,
19,003,11,304.6,,,,,
19,005,23,164.8,,,,,
19,007,60,496.1,,,,,
19,009,7,125,,,,,
19,011,60,233.4,,,,,
19,013,1027,788.3,,,,,
19,015,66,248,,,,,
19,017,61,241.5,,,,,
19,019,58,280,,,,,
19,021,86,417.5,,,,,
19,023,35,245.3,,,,,
19,025,32,329,,,,,
19,027,66,320.9,,,,,
19,029,39,297.6,,,,,
19,031,44,239.1,,,,,
19,033,194,457.5,,,,,
19,035,27,235,,,,,
19,037,30,256.1,,,,,
19,039,27,278.6,,,,,
19,041,30,182.1,,,,,
19,043,23,135.1,,,,,
19,045,175,377.6,,,,,
19,047,57,353.5,,,,,
19,049,344,318.5,,,,,
19,051,10,109.5,,,,,
19,053,19,247.3,,,,,
19,055,43,244.8,,,,,
19,057,279,728.6,,,,,
19,059,24,133.1,,,,,
19,061,473,479.3,,,,,
19,063,22,239.8,,,,,
19,065,71,368,,,,,
19,067,34,221.7,,,,,
19,069,36,363,,,,,
19,071,7,108.3,,,,,
19,073,32,366.1,,,,,
19,075,30,242.8,,,,,
19,077,31,291.2,,,,,
19,079,48,323.9,,,,,
19,081,23,215.3,,,,,
19,083,54,325.9,,,,,
19,085,39,266.1,,,,,
19,087,72,356.5,,,,,
19,089,12,125.9,,,,,
19,091,32,334.3,,,,,
19,093,17,246.8,,,,,
19,095,38,230.7,,,,,
19,097,41,212.2,,,,,
19,099,117,308.4,,,,,
19,101,38,242.1,,,,,
19,103,992,634.2,,,,,
19,105,59,283,,,,,
19,107,36,363.5,,,,,
19,109,17,117.4,,,,,
19,111,120,365.4,,,,,
19,113,1275,556.7,,,,,
19,115,38,355.9,,,,,
19,117,16,184.1,,,,,
19,119,12,98.5,,,,,
19,121,35,205.4,,,,,
19,123,90,410.1,,,,,
19,125,98,291.3,,,,,
19,127,197,494,,,,,
19,129,44,302.3,,,,,
19,131,14,132.9,,,,,
19,133,16,188.5,,,,,
19,135,6,79.5,,,,,
19,137,17,166.6,,,,,
19,139,189,446,,,,,
19,141,33,234.7,,,,,
19,143,8,132.5,,,,,
19,145,26,171.7,,,,,
19,147,18,205.4,,,,,
19,149,56,218.1,,,,,
19,151,19,269.4,,,,,
19,153,2949,588.5,,,,,
19,155,492,528,,,,,
19,157,53,287,,,,,
19,159,10,214.1,,,,,
19,161,21,217.1,,,,,
19,163,991,569.8,,,,,
19,165,19,163.2,,,,,
19,167,92,255.2,,,,,
19,169,534,535.8,,,,,
19,171,79,467.4,,,,,
19,173,21,358.5,,,,,
19,175,47,395.4,,,,,
19,177,13,179.2,,,,,
19,179,216,616.4,,,,,
19,181,143,263.2,,,,,
19,183,66,292.4,,,,,
19,185,13,201,,,,,
19,187,243,663.5,,,,,
19,189,42,395.6,,,,,
19,191,48,240.3,,,,,
19,193,803,759.9,,,,,
19,195,20,273.3,,,,,
19,197,50,394.3,,,,,
20,000,13935,474.4,,,,,
20,001,33,262.3,,,,,
20,003,29,372.9,,,,,
20,005,46,285.6,,,,,
20,007,8,194.1,,,,,
20,009,99,394.7,,,,,
20,011,57,393.3,,,,,
20,013,19,202.9,,,,,
20,015,275,403,,,,,
20,017,,,,,,,
20,019,7,205,,,,,
20,021,60,314.3,,,,,
20,023,,,,,,,
20,025,,,,,,,
20,027,18,223.8,,,,,
20,029,28,313,,,,,
20,031,14,169.1,,,,,
20,033,5,297.4,,,,,
20,035,151,438.3,,,,,
20,037,193,493.9,,,,,
